buque,n°EST,lat(°S) ,min lat ,long (°W),min long,Año,Mes,Dia,Hora,minuto,prof ecosonda (m),dir olas (°), Olas alt, olas per, dir viento (°), int viento (nudos), Pres atmosf (milibar),T seco (°C),%hum rel,Tiempo presente,Tipo nubes,cant nubes,visibilidad, profundidad (m), temp (øC), salinidad (psu), sigma-t, oxig sensor (mL/L), fluor (v), oxiw (mL/L), cloa (µg/L), feop (µg/L)
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,1,        ,        ,        ,        ,         ,6.059,0.273,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,2,18.272,34.304,24.672,5.776,0.304,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,4,18.279,34.304,24.67,5.768,0.266,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,5,18.291,34.305,24.668,5.758,0.271,5.9,0.228,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,6,18.294,34.306,24.668,5.763,0.301,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,8,18.274,34.295,24.673,5.78,0.284,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,10,17.928,34.254,24.709,5.987,0.495,5.887,0.208,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,12,17.806,34.31,24.792,6.099,0.626,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,14,17.654,34.39,24.891,5.777,0.437,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,15,17.549,34.393,24.921,5.732,0.428,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,16,17.397,34.387,24.951,5.707,0.458,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,18,17.183,34.368,24.993,5.714,0.604,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,20,16.816,34.331,25.075,5.687,1.056,5.919,0.391,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,22,16.074,34.306,25.173,5.584,1.27,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,24,15.553,34.29,25.304,5.413,1.24,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,25,15.222,34.276,25.346,5.396,1.221,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,26,14.949,34.268,25.401,5.358,1.085,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,28,14.918,34.288,25.443,5.528,1.041,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,30,14.788,34.287,25.469,5.904,0.808,5.808,0.931,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,35,14.123,34.323,25.643,5.664,0.646,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,40,13.398,34.371,25.826,3.897,0.349,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,45,12.772,34.381,25.958,3.5,0.204,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,50,12.408,34.424,26.061,2.753,0.18,3.221,0.334,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,60,12.046,34.47,26.169,1.925,0.134,        ,        ,       
AbateMolina,1,32,50,71,34.8,2016,1,6,0,10,80,210,2,2,110,6,1014.3,13.8,90,2,6,8,7,61,12.058,34.472,26.169,1.898,0.121,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,1,        ,        ,        ,        ,         ,6.238,1.286,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,2,17.468,33.983,24.646,6.238,1.189,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,4,17.336,34.006,24.673,6.149,1.235,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,5,17.321,34.021,24.69,6.146,1.253,6.256,1.282,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,6,17.257,34.059,24.739,6.136,1.212,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,8,16.953,34.122,24.844,6.124,1.109,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,10,16.771,34.187,24.947,6.138,1.211,6.223,0.989,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,12,16.506,34.252,25.052,6.178,1.323,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,14,15.9,34.299,25.199,6.231,1.319,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,15,15.658,34.311,25.279,6.3,1.222,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,16,15.396,34.321,25.355,6.317,1.139,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,18,14.838,34.338,25.483,6.093,1.133,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,20,14.51,34.347,25.577,5.687,0.972,6.11,0.888,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,22,14.215,34.349,25.648,5.483,0.953,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,24,13.585,34.367,25.771,5.598,0.692,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,25,13.299,34.379,25.843,5.476,0.572,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,26,13.017,34.393,25.909,4.969,0.499,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,28,12.75,34.411,25.983,3.409,0.487,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,30,12.55,34.428,26.037,2.805,0.495,4.838,0.694,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,35,12.184,34.464,26.136,2.597,0.34,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,40,12.105,34.498,26.178,2.128,0.295,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,45,12.004,34.486,26.188,2.146,0.293,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,50,11.933,34.48,26.198,2.219,0.29,2.256,0.169,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,60,12.078,34.56,26.232,1.464,0.311,        ,        ,       
AbateMolina,2,32,40,71,29.2,2016,1,6,2,20,85,220,2,2,160,8,1013,13.6,90,2,6,8,7,61,12.075,34.562,26.234,1.478,0.312,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,1,        ,        ,        ,        ,         ,5.537,0.164,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,2,18.591,34.391,24.659,5.477,0.211,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,4,18.59,34.391,24.66,5.472,0.213,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,5,18.589,34.391,24.66,5.475,0.212,5.601,0.16,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,6,18.567,34.389,24.664,5.481,0.217,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,8,18.433,34.381,24.692,5.499,0.235,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,10,18.3,34.381,24.722,5.514,0.246,5.568,0.184,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,12,18.223,34.378,24.74,5.537,0.266,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,14,18.184,34.374,24.748,5.557,0.277,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,15,18.154,34.371,24.755,5.571,0.281,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,16,18.093,34.365,24.774,5.581,0.288,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,18,17.629,34.341,24.857,5.626,0.377,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,20,17.051,34.332,24.987,5.676,0.518,5.637,0.397,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,22,16.054,34.282,25.173,5.492,1.943,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,24,15.74,34.289,25.301,5.309,1.239,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,25,15.16,34.249,25.344,5.319,1.288,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,26,14.783,34.197,25.391,5.241,1.34,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,28,14.269,34.152,25.478,5.096,1.274,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,30,13.823,34.119,25.535,5.076,1.049,5.276,0.715,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,35,13.45,34.121,25.619,5.001,0.531,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,40,13.245,34.21,25.736,4.713,0.241,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,45,13.051,34.292,25.833,4.098,0.147,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,50,12.874,34.347,25.909,3.942,0.15,4.795,0.218,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,60,12.96,34.448,25.973,3.344,0.132,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,70,12.119,34.416,26.111,2.939,0.116,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,75,12.029,34.446,26.155,2.501,0.112,2.641,0.118,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,80,12.142,34.549,26.212,1.663,0.072,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,90,12.268,34.651,26.267,1.046,0.059,        ,        ,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,100,12.17,34.647,26.282,0.87,0.054,0.906,0.027,       
AbateMolina,3,32,40,71,35.3,2016,1,6,3,50,140,220,3,3,300,3,1013.6,14.5,89,2,6,8,7,120,12.185,34.716,26.332,0.389,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,1,        ,        ,        ,        ,         ,5.625,0.394,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,2,18.503,34.407,24.692,5.564,0.394,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,4,18.537,34.407,24.685,5.556,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,5,18.533,34.407,24.686,5.552,0.166,5.431,0.166,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,6,18.517,34.406,24.688,5.549,0.277,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,8,18.351,34.402,24.718,5.557,0.324,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,10,18.298,34.397,24.737,5.584,0.321,5.701,0.267,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,12,18.23,34.395,24.754,5.595,0.312,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,14,18.039,34.393,24.799,5.623,0.34,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,15,17.877,34.392,24.832,5.663,0.343,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,16,17.805,34.391,24.856,5.695,0.338,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,18,17.575,34.389,24.899,5.738,0.383,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,20,17.431,34.385,24.948,5.8,0.424,5.807,0.319,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,22,17.098,34.37,25.01,5.742,0.487,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,24,16.771,34.367,25.074,5.716,0.492,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,25,16.719,34.362,25.09,5.673,0.497,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,26,16.688,34.356,25.096,5.626,0.484,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,28,16.53,34.339,25.118,5.583,0.461,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,30,16.37,34.343,25.157,5.559,0.472,5.68,0.479,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,35,15.712,34.324,25.296,5.771,0.376,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,45,13.524,34.107,25.597,5.178,0.379,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,50,13.122,34.072,25.649,5.212,0.376,5.227,0.47,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,60,13.076,34.195,25.75,4.709,0.317,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,70,12.955,34.349,25.902,3.835,0.261,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,75,12.529,34.344,25.98,3.528,0.337,3.683,0.406,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,80,12.432,34.442,26.074,3.173,0.215,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,90,12.353,34.496,26.129,2.474,0.143,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,100,12.358,34.562,26.18,1.734,0.096,1.777,0.151,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,120,12.267,34.627,26.249,1.038,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,125,12.228,34.637,26.263,0.866,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,140,12.064,34.656,26.31,0.654,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,150,11.857,34.634,26.336,0.726,         ,0.819,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,160,11.7,34.637,26.363,0.736,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,170,11.948,34.721,26.383,0.327,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,175,11.898,34.72,26.39,0.371,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,180,11.913,34.733,26.398,0.299,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,190,11.509,34.667,26.419,0.431,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,200,11.06,34.577,26.434,0.835,         ,0.768,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,225,10.61,34.555,26.497,0.629,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,250,10.441,34.565,26.536,0.53,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,275,10.4,34.614,26.581,0.366,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,300,9.955,34.568,26.623,0.547,         ,0.591,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,325,9.863,34.609,26.672,0.563,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,350,9.514,34.576,26.702,0.447,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,375,9.337,34.597,26.748,0.369,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,400,8.927,34.564,26.788,0.482,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,425,8.654,34.546,26.818,0.602,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,450,8.218,34.502,26.851,0.923,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,475,7.838,34.486,26.893,1.209,         ,        ,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,500,7.322,34.438,26.931,1.812,         ,1.907,        ,       
AbateMolina,4,32,40,71,40.9,2016,1,6,4,10,625,220,3,3,120,3,1013,14,91,2,6,8,7,502,7.223,34.432,26.938,        ,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,1,        ,        ,        ,        ,         ,6.803,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,2,18.462,32.634,23.347,6.821,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,4,18.431,32.899,23.576,6.815,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,5,18.106,33.186,23.872,6.853,         ,6.788,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,6,17.75,33.397,24.119,6.834,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,8,16.995,33.697,24.486,6.645,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,10,16.852,33.896,24.723,6.395,         ,6.746,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,12,16.172,34.092,24.989,6.359,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,14,16.124,34.157,25.07,6.316,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,15,16.119,34.164,25.079,6.416,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,16,16.099,34.173,25.094,6.402,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,18,15.774,34.207,25.185,6.412,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,20,15.651,34.227,25.232,6.219,         ,6.459,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,22,15.516,34.238,25.272,6.191,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,24,15.302,34.267,25.345,6.162,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,25,15.146,34.292,25.397,6.061,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,26,14.92,34.314,25.461,5.829,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,28,14.54,34.336,25.562,5.188,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,30,14.098,34.331,25.649,4.964,         ,6.027,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,35,13.502,34.342,25.782,4.048,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,40,13.133,34.34,25.853,3.479,         ,        ,        ,       
AbateMolina,5,32,0,71,33.9,2016,1,6,22,16,52,260,1,,290,6,1013,14.8,89,1,6,6,7,41,13.118,34.339,25.856,3.45,         ,        ,        ,       
AbateMolina,6,32,0,71,40.2,2016,1,6,23,26,122,230,2,2,250,6,1013.2,14.9,86,1,6,4,7,1,        ,        ,        ,        ,         ,5.599,        ,       
AbateMolina,6,32,0,71,40.2,2016,1,6,23,26,122,230,2,2,250,6,1013.2,14.9,86,1,6,4,7,2,18.989,34.379,24.548,5.572,         ,        ,        ,       
