Zona,Transecta,Estación,Fecha,Hora,Latitud,Longitud,Fondo (m),Profundidad [m],Temperatura[°C],Salinidad,Densidad[Kg/m^3],Sigma-t,Conductividad[mS/cm],Fluorescencia,Cast
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,69,11.03,34.63,1026.79,26.48,38.73,0.02,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,70,11.03,34.63,1026.80,26.48,38.73,0.02,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,71,11.03,34.63,1026.80,26.48,38.73,0.01,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,72,11.02,34.63,1026.81,26.48,38.72,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,73,11.01,34.63,1026.81,26.48,38.71,0.02,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,74,11.00,34.63,1026.82,26.49,38.70,0.02,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,75,10.96,34.63,1026.83,26.49,38.66,0.01,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,76,10.91,34.62,1026.84,26.49,38.61,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,77,10.87,34.62,1026.85,26.50,38.56,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,78,10.84,34.61,1026.85,26.50,38.53,0.01,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,79,10.82,34.61,1026.86,26.50,38.51,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,80,10.77,34.60,1026.87,26.51,38.45,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,81,10.76,34.61,1026.88,26.51,38.45,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,82,10.77,34.61,1026.89,26.52,38.47,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,83,10.77,34.62,1026.89,26.52,38.47,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,84,10.77,34.62,1026.90,26.52,38.47,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,85,10.77,34.62,1026.90,26.52,38.47,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,86,10.76,34.62,1026.91,26.52,38.47,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,16,10/12/2018,4:50,-34.83,-72.22,124,87,10.75,34.62,1026.92,26.53,38.46,0.00,Cast9-T5E16.20181012.corr15.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,1,11.74,34.31,1026.11,26.10,39.05,2.61,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,2,11.74,34.31,1026.11,26.10,39.05,2.41,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,3,11.74,34.31,1026.12,26.10,39.05,2.54,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,4,11.74,34.31,1026.12,26.10,39.05,2.55,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,5,11.75,34.31,1026.13,26.10,39.06,2.41,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,6,11.75,34.31,1026.13,26.10,39.06,2.41,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,7,11.75,34.31,1026.13,26.10,39.06,2.23,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,8,11.75,34.31,1026.14,26.10,39.06,2.32,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,9,11.75,34.31,1026.14,26.10,39.06,2.39,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,10,11.75,34.31,1026.15,26.10,39.06,2.09,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,11,11.75,34.31,1026.15,26.10,39.06,2.09,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,12,11.75,34.31,1026.16,26.10,39.06,2.23,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,13,11.75,34.31,1026.16,26.10,39.06,1.97,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,14,11.74,34.31,1026.17,26.11,39.06,2.07,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,15,11.64,34.31,1026.19,26.12,38.95,1.92,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,16,11.63,34.31,1026.20,26.12,38.95,1.94,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,17,11.60,34.31,1026.21,26.13,38.91,1.83,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,18,11.53,34.31,1026.22,26.14,38.85,1.75,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,19,11.51,34.30,1026.23,26.14,38.82,1.68,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,20,11.50,34.31,1026.24,26.15,38.82,1.70,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,21,11.48,34.32,1026.25,26.16,38.82,1.73,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,22,11.48,34.33,1026.26,26.16,38.82,1.54,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,23,11.46,34.34,1026.28,26.18,38.82,1.50,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,24,11.44,34.35,1026.30,26.19,38.81,1.37,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,25,11.43,34.36,1026.31,26.20,38.81,1.18,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,26,11.43,34.36,1026.32,26.20,38.81,1.17,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,27,11.41,34.37,1026.33,26.21,38.80,1.11,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,28,11.39,34.38,1026.35,26.22,38.80,1.13,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,29,11.38,34.38,1026.35,26.22,38.79,1.02,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,30,11.37,34.39,1026.37,26.23,38.79,1.03,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,31,11.36,34.40,1026.38,26.24,38.79,0.95,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,32,11.35,34.40,1026.39,26.25,38.79,0.91,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,33,11.34,34.41,1026.40,26.25,38.78,0.98,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,34,11.34,34.41,1026.41,26.26,38.78,0.97,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,35,11.32,34.41,1026.42,26.26,38.77,0.85,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,36,11.31,34.42,1026.43,26.27,38.76,0.87,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,37,11.29,34.43,1026.44,26.28,38.76,0.76,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,38,11.26,34.45,1026.47,26.30,38.75,0.75,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,39,11.25,34.45,1026.48,26.31,38.74,0.67,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,40,11.22,34.47,1026.50,26.32,38.73,0.63,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,41,11.21,34.48,1026.52,26.33,38.74,0.58,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,42,11.20,34.49,1026.53,26.34,38.73,0.54,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,43,11.18,34.50,1026.55,26.36,38.73,0.46,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,44,11.18,34.50,1026.56,26.36,38.73,0.44,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,45,11.17,34.51,1026.57,26.36,38.73,0.41,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,46,11.17,34.51,1026.57,26.37,38.73,0.42,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,47,11.16,34.52,1026.58,26.37,38.73,0.37,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,48,11.15,34.53,1026.59,26.38,38.73,0.36,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,49,11.15,34.53,1026.60,26.38,38.74,0.33,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,50,11.15,34.53,1026.61,26.38,38.74,0.35,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,51,11.15,34.53,1026.61,26.38,38.74,0.35,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,52,11.15,34.53,1026.62,26.38,38.74,0.28,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,53,11.15,34.53,1026.62,26.39,38.74,0.26,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,54,11.15,34.54,1026.63,26.39,38.74,0.29,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,55,11.15,34.55,1026.65,26.40,38.76,0.25,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,56,11.15,34.56,1026.66,26.41,38.77,0.23,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,57,11.15,34.57,1026.67,26.41,38.77,0.19,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,58,11.15,34.57,1026.68,26.41,38.77,0.18,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,59,11.14,34.57,1026.68,26.42,38.77,0.17,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,60,11.10,34.58,1026.70,26.43,38.74,0.14,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,61,11.09,34.57,1026.70,26.43,38.72,0.11,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,62,11.09,34.58,1026.71,26.43,38.73,0.10,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,63,11.07,34.58,1026.72,26.44,38.72,0.09,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,64,11.07,34.58,1026.73,26.44,38.71,0.09,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,65,11.04,34.58,1026.74,26.44,38.68,0.07,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,66,11.00,34.58,1026.74,26.45,38.64,0.07,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,67,10.99,34.58,1026.75,26.45,38.63,0.05,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,68,10.99,34.58,1026.75,26.45,38.64,0.05,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,69,10.98,34.58,1026.76,26.45,38.63,0.06,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,70,10.97,34.58,1026.77,26.45,38.62,0.04,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,71,10.92,34.58,1026.78,26.46,38.57,0.04,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,72,10.90,34.58,1026.79,26.46,38.55,0.03,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,73,10.90,34.58,1026.79,26.46,38.55,0.02,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,74,10.89,34.58,1026.80,26.46,38.54,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,75,10.89,34.58,1026.80,26.46,38.54,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,76,10.89,34.58,1026.81,26.47,38.54,0.02,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,77,10.89,34.58,1026.81,26.47,38.54,0.02,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,78,10.89,34.58,1026.82,26.47,38.54,0.02,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,79,10.88,34.58,1026.82,26.47,38.54,0.02,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,80,10.88,34.58,1026.83,26.47,38.54,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,81,10.88,34.58,1026.84,26.47,38.54,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,82,10.87,34.58,1026.84,26.47,38.53,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,83,10.86,34.58,1026.85,26.48,38.53,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,84,10.85,34.58,1026.86,26.48,38.52,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,85,10.84,34.58,1026.86,26.48,38.51,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,86,10.83,34.59,1026.87,26.48,38.50,0.00,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,87,10.82,34.59,1026.88,26.49,38.49,0.00,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,88,10.81,34.59,1026.88,26.49,38.49,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,89,10.81,34.59,1026.89,26.49,38.49,0.00,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,90,10.82,34.59,1026.89,26.49,38.50,0.00,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,91,10.82,34.59,1026.90,26.49,38.50,0.01,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,92,10.82,34.59,1026.90,26.49,38.50,0.00,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,17,10/12/2018,5:57,-34.83,-72.31,164,93,10.82,34.59,1026.91,26.49,38.51,0.00,Cast10-T5E17.20181012.corr16.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,2,11.77,34.00,1025.87,25.86,38.76,2.27,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,3,11.77,34.04,1025.90,25.88,38.80,2.45,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,4,11.77,34.05,1025.91,25.89,38.81,2.57,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,5,11.77,34.06,1025.92,25.90,38.82,2.65,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,6,11.77,34.06,1025.93,25.90,38.82,2.40,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,7,11.77,34.06,1025.93,25.90,38.82,2.29,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,8,11.77,34.06,1025.94,25.90,38.83,2.47,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,9,11.77,34.06,1025.94,25.90,38.83,2.33,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,10,11.77,34.06,1025.95,25.90,38.82,2.25,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,11,11.77,34.06,1025.95,25.90,38.83,2.09,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,12,11.77,34.07,1025.96,25.91,38.83,2.12,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,13,11.77,34.07,1025.97,25.91,38.83,2.07,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,14,11.77,34.07,1025.98,25.91,38.83,2.08,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,15,11.76,34.08,1025.99,25.92,38.84,2.11,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,16,11.76,34.08,1026.00,25.92,38.84,2.23,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,17,11.75,34.09,1026.01,25.93,38.84,2.13,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,18,11.75,34.09,1026.01,25.93,38.84,2.22,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,19,11.74,34.10,1026.03,25.94,38.85,2.13,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,20,11.72,34.13,1026.05,25.96,38.85,1.92,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,21,11.70,34.17,1026.09,26.00,38.87,1.86,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,22,11.68,34.19,1026.12,26.02,38.88,1.57,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,23,11.64,34.25,1026.18,26.08,38.90,1.30,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,24,11.60,34.28,1026.22,26.11,38.89,1.02,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,25,11.57,34.29,1026.23,26.12,38.87,1.00,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,26,11.57,34.29,1026.23,26.12,38.87,0.95,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,27,11.57,34.29,1026.24,26.12,38.87,0.96,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,28,11.56,34.29,1026.25,26.12,38.87,0.96,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,29,11.55,34.29,1026.26,26.13,38.86,0.91,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,30,11.53,34.30,1026.27,26.13,38.85,0.96,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,31,11.52,34.30,1026.28,26.14,38.84,1.06,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,32,11.51,34.31,1026.29,26.14,38.84,0.85,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,33,11.47,34.32,1026.31,26.16,38.81,0.90,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,34,11.45,34.32,1026.32,26.16,38.80,0.82,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,35,11.45,34.32,1026.33,26.17,38.80,0.87,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,36,11.44,34.33,1026.33,26.17,38.80,0.82,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,37,11.44,34.33,1026.34,26.18,38.80,0.87,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,38,11.44,34.33,1026.35,26.18,38.80,0.80,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,39,11.43,34.34,1026.36,26.18,38.80,0.76,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,40,11.43,34.34,1026.36,26.18,38.80,0.64,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,41,11.43,34.34,1026.37,26.19,38.80,0.62,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,42,11.42,34.35,1026.38,26.19,38.80,0.74,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,43,11.42,34.35,1026.38,26.19,38.80,0.83,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,44,11.41,34.35,1026.39,26.19,38.80,0.81,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,45,11.41,34.35,1026.40,26.20,38.79,0.65,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,46,11.39,34.36,1026.42,26.21,38.79,0.64,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,47,11.37,34.37,1026.43,26.22,38.78,0.62,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,48,11.35,34.39,1026.45,26.23,38.77,0.59,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,49,11.32,34.40,1026.47,26.25,38.76,0.55,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,50,11.27,34.43,1026.51,26.28,38.74,0.49,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,51,11.25,34.44,1026.52,26.29,38.73,0.43,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,52,11.24,34.44,1026.53,26.30,38.73,0.40,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,53,11.23,34.45,1026.54,26.30,38.73,0.39,Cast11-T5E18.20181012.corr17.MPDH.hex
Centro,5,18,10/12/2018,6:58,-34.83,-72.39,160,54,11.23,34.45,1026.55,26.30,38.73,0.45,Cast11-T5E18.20181012.corr17.MPDH.hex
