Zona,Transecta,Estación,Fecha,Hora,Latitud,Longitud,Profundidad,Temperatura,Salinidad,Oxígeno,Densidad,Sigma-t,Conductividad,Fluorescencia,SBE,Oxygeno,Chl-a
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,1,14.020,34.327,3.631,1025.656,25.655,41.309,4.313,19 Plus V2,3.643,0.801
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,2,13.623,34.466,3.552,1025.864,25.857,40.949,3.838,19 Plus V2,3.562,0.723
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,3,13.314,34.482,3.529,1025.952,25.939,40.649,3.564,19 Plus V2,3.539,0.679
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,4,13.148,34.379,3.470,1025.903,25.886,40.502,3.385,19 Plus V2,3.480,0.649
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,5,13.059,34.397,3.412,1025.937,25.915,40.408,3.292,19 Plus V2,3.421,0.634
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,6,12.980,34.402,3.360,1025.962,25.935,40.334,3.259,19 Plus V2,3.370,0.629
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,7,12.907,34.403,3.310,1025.983,25.951,40.264,3.345,19 Plus V2,3.319,0.643
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,8,12.835,34.402,3.252,1025.998,25.962,40.200,3.520,19 Plus V2,3.260,0.671
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,9,12.758,34.424,3.189,1026.036,25.997,40.134,3.700,19 Plus V2,3.197,0.701
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,10,12.691,34.402,3.085,1026.036,25.992,40.068,3.817,19 Plus V2,3.092,0.720
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,11,12.625,34.421,3.028,1026.068,26.019,40.011,3.896,19 Plus V2,3.035,0.733
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,12,12.548,34.430,2.979,1026.095,26.042,39.943,3.981,19 Plus V2,2.986,0.746
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,13,12.477,34.427,2.872,1026.113,26.055,39.872,4.080,19 Plus V2,2.878,0.763
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,14,12.431,34.416,2.824,1026.117,26.055,39.820,4.129,19 Plus V2,2.829,0.770
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,15,12.402,34.404,2.826,1026.118,26.051,39.786,4.125,19 Plus V2,2.831,0.770
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,16,12.387,34.405,2.781,1026.127,26.054,39.771,4.092,19 Plus V2,2.786,0.764
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,17,12.376,34.411,2.746,1026.136,26.059,39.766,3.988,19 Plus V2,2.750,0.748
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,18,12.359,34.415,2.719,1026.145,26.066,39.756,3.863,19 Plus V2,2.723,0.727
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,19,12.342,34.423,2.673,1026.160,26.076,39.743,3.806,19 Plus V2,2.677,0.718
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,20,12.326,34.419,2.631,1026.165,26.076,39.730,3.700,19 Plus V2,2.634,0.701
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,21,12.310,34.423,2.587,1026.176,26.082,39.717,3.570,19 Plus V2,2.590,0.679
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,22,12.292,34.424,2.518,1026.185,26.087,39.703,3.420,19 Plus V2,2.521,0.655
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,23,12.274,34.423,2.446,1026.192,26.089,39.688,3.279,19 Plus V2,2.448,0.632
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,24,12.249,34.433,2.401,1026.208,26.101,39.671,3.200,19 Plus V2,2.403,0.619
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,25,12.215,34.450,2.375,1026.235,26.123,39.646,3.164,19 Plus V2,2.377,0.613
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,26,12.189,34.431,2.341,1026.230,26.113,39.616,3.084,19 Plus V2,2.342,0.600
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,27,12.180,34.428,2.239,1026.233,26.112,39.606,2.795,19 Plus V2,2.240,0.553
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,28,12.175,34.432,2.073,1026.239,26.115,39.604,2.322,19 Plus V2,2.072,0.476
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,29,12.161,34.442,1.910,1026.253,26.124,39.604,1.886,19 Plus V2,1.908,0.405
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,30,12.128,34.465,1.845,1026.282,26.149,39.594,1.650,19 Plus V2,1.843,0.367
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,31,12.075,34.516,1.816,1026.340,26.202,39.569,1.497,19 Plus V2,1.813,0.342
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,32,12.026,34.485,1.763,1026.331,26.188,39.519,1.356,19 Plus V2,1.759,0.319
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,33,12.001,34.480,1.677,1026.333,26.186,39.489,1.191,19 Plus V2,1.673,0.292
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,34,11.984,34.485,1.602,1026.345,26.194,39.474,1.042,19 Plus V2,1.598,0.268
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,35,11.969,34.484,1.561,1026.352,26.195,39.464,0.920,19 Plus V2,1.557,0.248
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,36,11.953,34.498,1.541,1026.370,26.209,39.460,0.833,19 Plus V2,1.536,0.234
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,37,11.932,34.517,1.526,1026.392,26.227,39.453,0.771,19 Plus V2,1.521,0.223
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,38,11.909,34.518,1.523,1026.404,26.234,39.433,0.738,19 Plus V2,1.518,0.218
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,39,11.896,34.506,1.530,1026.401,26.227,39.416,0.726,19 Plus V2,1.525,0.216
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,40,11.889,34.505,1.530,1026.406,26.227,39.407,0.721,19 Plus V2,1.525,0.215
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,41,11.883,34.506,1.530,1026.412,26.229,39.402,0.699,19 Plus V2,1.525,0.212
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,42,11.879,34.502,1.534,1026.415,26.227,39.396,0.677,19 Plus V2,1.529,0.208
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,43,11.876,34.502,1.540,1026.419,26.227,39.393,0.618,19 Plus V2,1.535,0.199
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,44,11.870,34.502,1.544,1026.424,26.227,39.391,0.556,19 Plus V2,1.539,0.188
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,45,11.856,34.510,1.535,1026.436,26.236,39.383,0.530,19 Plus V2,1.530,0.184
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,46,11.831,34.520,1.499,1026.455,26.250,39.363,0.519,19 Plus V2,1.494,0.182
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,47,11.806,34.507,1.462,1026.455,26.245,39.335,0.510,19 Plus V2,1.456,0.181
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,48,11.790,34.504,1.431,1026.460,26.246,39.314,0.518,19 Plus V2,1.425,0.182
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,49,11.779,34.500,1.412,1026.464,26.244,39.301,0.521,19 Plus V2,1.406,0.183
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,50,11.776,34.498,1.399,1026.467,26.243,39.298,0.503,19 Plus V2,1.393,0.180
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,51,11.774,34.501,1.380,1026.474,26.245,39.297,0.470,19 Plus V2,1.374,0.174
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,52,11.771,34.502,1.363,1026.479,26.247,39.296,0.454,19 Plus V2,1.356,0.172
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,53,11.762,34.507,1.359,1026.488,26.251,39.294,0.428,19 Plus V2,1.353,0.168
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,54,11.739,34.520,1.348,1026.507,26.266,39.282,0.415,19 Plus V2,1.342,0.166
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,55,11.708,34.528,1.334,1026.526,26.280,39.254,0.413,19 Plus V2,1.327,0.165
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,56,11.681,34.509,1.312,1026.521,26.271,39.222,0.404,19 Plus V2,1.306,0.164
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,57,11.671,34.502,1.283,1026.522,26.267,39.217,0.391,19 Plus V2,1.276,0.162
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,58,11.673,34.502,1.240,1026.525,26.266,39.217,0.389,19 Plus V2,1.233,0.161
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,59,11.679,34.506,1.186,1026.531,26.267,39.217,0.392,19 Plus V2,1.179,0.162
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,60,11.690,34.505,1.144,1026.533,26.265,39.226,0.388,19 Plus V2,1.136,0.161
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,61,11.701,34.512,1.106,1026.540,26.268,39.245,0.385,19 Plus V2,1.098,0.161
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,62,11.711,34.524,1.067,1026.553,26.275,39.264,0.368,19 Plus V2,1.059,0.158
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,63,11.720,34.531,1.028,1026.561,26.279,39.281,0.360,19 Plus V2,1.019,0.157
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,64,11.726,34.536,0.984,1026.568,26.282,39.294,0.352,19 Plus V2,0.975,0.155
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,65,11.726,34.545,0.940,1026.578,26.288,39.298,0.346,19 Plus V2,0.931,0.154
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,66,11.723,34.552,0.895,1026.590,26.295,39.298,0.342,19 Plus V2,0.885,0.154
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,67,11.716,34.554,0.855,1026.598,26.298,39.298,0.333,19 Plus V2,0.845,0.152
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,68,11.708,34.555,0.812,1026.605,26.301,39.297,0.330,19 Plus V2,0.801,0.152
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,69,11.702,34.559,0.761,1026.613,26.304,39.296,0.322,19 Plus V2,0.751,0.150
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,70,11.697,34.561,0.723,1026.620,26.307,39.296,0.312,19 Plus V2,0.712,0.149
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,71,11.693,34.566,0.696,1026.629,26.312,39.296,0.308,19 Plus V2,0.685,0.148
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,72,11.690,34.573,0.673,1026.640,26.318,39.298,0.305,19 Plus V2,0.662,0.148
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,73,11.689,34.578,0.639,1026.648,26.322,39.302,0.304,19 Plus V2,0.627,0.147
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,74,11.688,34.581,0.576,1026.655,26.324,39.306,0.307,19 Plus V2,0.564,0.148
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,75,11.687,34.587,0.508,1026.665,26.329,39.311,0.310,19 Plus V2,0.495,0.148
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,76,11.686,34.592,0.475,1026.673,26.334,39.317,0.314,19 Plus V2,0.462,0.149
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,77,11.688,34.601,0.454,1026.684,26.340,39.328,0.325,19 Plus V2,0.440,0.151
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,78,11.692,34.610,0.450,1026.695,26.346,39.340,0.328,19 Plus V2,0.436,0.151
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,79,11.695,34.616,0.440,1026.703,26.350,39.349,0.339,19 Plus V2,0.427,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,80,11.697,34.616,0.454,1026.707,26.350,39.353,0.336,19 Plus V2,0.441,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,81,11.698,34.618,0.446,1026.713,26.351,39.356,0.332,19 Plus V2,0.433,0.152
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,82,11.699,34.619,0.431,1026.719,26.352,39.358,0.340,19 Plus V2,0.418,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,83,11.699,34.619,0.437,1026.723,26.352,39.359,0.340,19 Plus V2,0.423,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,84,11.699,34.619,0.414,1026.727,26.352,39.360,0.338,19 Plus V2,0.400,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,85,11.700,34.619,0.451,1026.731,26.352,39.361,0.340,19 Plus V2,0.438,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,86,11.700,34.619,0.478,1026.736,26.352,39.362,0.341,19 Plus V2,0.465,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,87,11.701,34.619,0.442,1026.742,26.352,39.363,0.335,19 Plus V2,0.429,0.153
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,88,11.701,34.620,0.445,1026.748,26.353,39.363,0.330,19 Plus V2,0.432,0.152
Norte,1,1,11/4/2015,3:38,-33.000,-71.617,89,11.699,34.619,0.469,1026.752,26.353,39.363,0.324,19 Plus V2,0.456,0.151
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,1,13.768,34.291,4.203,1025.690,25.687,40.988,6.121,19 Plus V2,4.218,1.095
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,2,13.718,34.305,4.049,1025.714,25.706,40.944,5.652,19 Plus V2,4.064,1.019
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,3,13.598,34.351,3.799,1025.780,25.766,40.872,5.451,19 Plus V2,3.812,0.986
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,4,13.347,34.410,3.500,1025.884,25.866,40.685,5.256,19 Plus V2,3.511,0.954
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,5,13.017,34.426,3.280,1025.974,25.952,40.380,4.830,19 Plus V2,3.289,0.885
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,6,12.773,34.391,3.071,1025.995,25.968,40.121,4.451,19 Plus V2,3.078,0.823
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,7,12.617,34.394,2.846,1026.034,26.003,39.965,5.141,19 Plus V2,2.851,0.935
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,8,12.537,34.367,2.693,1026.033,25.998,39.900,5.717,19 Plus V2,2.697,1.029
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,9,12.519,34.348,2.628,1026.027,25.987,39.900,5.894,19 Plus V2,2.631,1.058
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,10,12.552,34.354,2.615,1026.025,25.980,39.900,5.934,19 Plus V2,2.619,1.065
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,11,12.583,34.414,2.615,1026.070,26.020,39.948,5.946,19 Plus V2,2.619,1.066
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,12,12.591,34.421,2.625,1026.079,26.025,39.973,5.953,19 Plus V2,2.629,1.068
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,13,12.590,34.423,2.642,1026.085,26.027,39.976,5.987,19 Plus V2,2.645,1.073
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,14,12.588,34.424,2.654,1026.091,26.028,39.976,5.982,19 Plus V2,2.658,1.072
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,15,12.586,34.423,2.652,1026.095,26.028,39.976,5.989,19 Plus V2,2.656,1.074
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,16,12.581,34.426,2.641,1026.103,26.032,39.976,6.029,19 Plus V2,2.644,1.080
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,17,12.567,34.431,2.608,1026.113,26.038,39.967,5.671,19 Plus V2,2.612,1.022
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,18,12.546,34.437,2.581,1026.128,26.048,39.951,5.488,19 Plus V2,2.584,0.992
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,19,12.527,34.432,2.542,1026.131,26.047,39.931,5.386,19 Plus V2,2.545,0.975
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,20,12.517,34.427,2.505,1026.134,26.045,39.919,5.289,19 Plus V2,2.508,0.959
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,21,12.509,34.428,2.473,1026.141,26.047,39.911,5.183,19 Plus V2,2.475,0.942
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,22,12.496,34.430,2.462,1026.149,26.051,39.901,5.077,19 Plus V2,2.465,0.925
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,23,12.484,34.425,2.440,1026.152,26.049,39.890,4.964,19 Plus V2,2.443,0.907
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,24,12.462,34.438,2.408,1026.172,26.064,39.875,4.907,19 Plus V2,2.410,0.897
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,25,12.431,34.434,2.389,1026.180,26.068,39.845,4.791,19 Plus V2,2.390,0.878
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,26,12.409,34.428,2.346,1026.182,26.067,39.822,4.474,19 Plus V2,2.348,0.827
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,27,12.385,34.436,2.284,1026.198,26.078,39.805,4.072,19 Plus V2,2.284,0.761
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,28,12.353,34.439,2.224,1026.211,26.087,39.779,3.590,19 Plus V2,2.225,0.683
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,29,12.326,34.440,2.133,1026.221,26.092,39.757,2.929,19 Plus V2,2.132,0.575
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,30,12.293,34.450,2.031,1026.240,26.106,39.734,2.261,19 Plus V2,2.030,0.466
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,31,12.247,34.456,2.019,1026.259,26.120,39.695,1.798,19 Plus V2,2.018,0.391
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,32,12.194,34.462,2.098,1026.278,26.135,39.650,1.620,19 Plus V2,2.098,0.362
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,33,12.140,34.466,2.163,1026.297,26.149,39.604,1.500,19 Plus V2,2.163,0.342
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,34,12.095,34.470,2.147,1026.311,26.160,39.565,1.363,19 Plus V2,2.147,0.320
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,35,12.052,34.476,2.073,1026.330,26.174,39.526,1.251,19 Plus V2,2.073,0.302
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,36,12.024,34.458,1.998,1026.327,26.166,39.494,1.166,19 Plus V2,1.997,0.288
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,37,12.020,34.459,1.945,1026.330,26.165,39.485,1.055,19 Plus V2,1.943,0.270
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,38,12.005,34.482,1.926,1026.356,26.187,39.481,0.998,19 Plus V2,1.924,0.261
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,39,11.988,34.474,1.876,1026.358,26.184,39.470,0.932,19 Plus V2,1.874,0.250
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,40,11.976,34.472,1.759,1026.363,26.184,39.458,0.814,19 Plus V2,1.756,0.231
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,41,11.957,34.481,1.611,1026.378,26.195,39.447,0.701,19 Plus V2,1.606,0.212
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,42,11.927,34.488,1.532,1026.393,26.206,39.426,0.623,19 Plus V2,1.528,0.199
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,43,11.896,34.496,1.511,1026.410,26.218,39.403,0.594,19 Plus V2,1.506,0.195
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,44,11.868,34.501,1.516,1026.425,26.229,39.380,0.583,19 Plus V2,1.511,0.193
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,45,11.853,34.493,1.504,1026.426,26.225,39.363,0.565,19 Plus V2,1.499,0.190
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,46,11.847,34.492,1.492,1026.431,26.225,39.356,0.531,19 Plus V2,1.487,0.184
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,47,11.843,34.493,1.485,1026.437,26.226,39.354,0.510,19 Plus V2,1.480,0.181
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,48,11.838,34.495,1.478,1026.443,26.229,39.351,0.490,19 Plus V2,1.472,0.178
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,49,11.832,34.497,1.468,1026.449,26.231,39.348,0.464,19 Plus V2,1.462,0.173
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,50,11.825,34.498,1.429,1026.456,26.234,39.343,0.433,19 Plus V2,1.423,0.168
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,51,11.817,34.500,1.369,1026.465,26.237,39.339,0.407,19 Plus V2,1.363,0.164
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,52,11.806,34.505,1.328,1026.476,26.243,39.333,0.386,19 Plus V2,1.322,0.161
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,53,11.790,34.512,1.272,1026.488,26.251,39.323,0.370,19 Plus V2,1.265,0.158
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,54,11.775,34.516,1.236,1026.498,26.257,39.313,0.365,19 Plus V2,1.229,0.157
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,55,11.765,34.520,1.217,1026.508,26.262,39.311,0.374,19 Plus V2,1.209,0.159
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,56,11.759,34.530,1.203,1026.521,26.271,39.310,0.378,19 Plus V2,1.196,0.160
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,57,11.751,34.533,1.194,1026.530,26.275,39.308,0.375,19 Plus V2,1.187,0.159
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,58,11.744,34.532,1.173,1026.536,26.276,39.306,0.350,19 Plus V2,1.165,0.155
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,59,11.741,34.529,1.133,1026.538,26.274,39.306,0.346,19 Plus V2,1.125,0.154
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,60,11.745,34.528,1.118,1026.540,26.272,39.307,0.353,19 Plus V2,1.110,0.155
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,61,11.752,34.530,1.102,1026.544,26.272,39.312,0.352,19 Plus V2,1.094,0.155
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,62,11.759,34.538,1.093,1026.555,26.277,39.325,0.341,19 Plus V2,1.084,0.153
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,63,11.761,34.543,1.075,1026.563,26.280,39.325,0.335,19 Plus V2,1.066,0.152
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,64,11.752,34.554,1.049,1026.576,26.290,39.325,0.317,19 Plus V2,1.040,0.150
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,65,11.722,34.570,1.010,1026.599,26.309,39.315,0.307,19 Plus V2,1.001,0.148
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,66,11.684,34.573,0.969,1026.615,26.320,39.284,0.300,19 Plus V2,0.960,0.147
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,67,11.665,34.549,0.918,1026.605,26.305,39.273,0.296,19 Plus V2,0.908,0.146
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,68,11.666,34.551,0.866,1026.610,26.306,39.273,0.297,19 Plus V2,0.855,0.146
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,69,11.680,34.561,0.839,1026.619,26.310,39.276,0.294,19 Plus V2,0.829,0.146
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,70,11.701,34.563,0.818,1026.620,26.308,39.301,0.285,19 Plus V2,0.808,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,71,11.719,34.578,0.802,1026.633,26.316,39.330,0.283,19 Plus V2,0.791,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,72,11.731,34.588,0.769,1026.644,26.322,39.351,0.284,19 Plus V2,0.758,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,73,11.736,34.594,0.720,1026.650,26.325,39.363,0.278,19 Plus V2,0.708,0.143
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,74,11.739,34.596,0.671,1026.656,26.327,39.369,0.281,19 Plus V2,0.659,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,75,11.743,34.594,0.643,1026.660,26.324,39.376,0.288,19 Plus V2,0.632,0.145
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,76,11.744,34.608,0.637,1026.674,26.334,39.387,0.287,19 Plus V2,0.625,0.145
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,77,11.739,34.625,0.628,1026.694,26.349,39.389,0.291,19 Plus V2,0.616,0.145
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,78,11.732,34.624,0.614,1026.698,26.350,39.392,0.293,19 Plus V2,0.602,0.146
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,79,11.726,34.627,0.596,1026.706,26.353,39.393,0.286,19 Plus V2,0.584,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,80,11.728,34.622,0.593,1026.706,26.349,39.392,0.285,19 Plus V2,0.581,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,81,11.734,34.628,0.614,1026.713,26.352,39.400,0.285,19 Plus V2,0.602,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,82,11.739,34.633,0.595,1026.721,26.355,39.409,0.280,19 Plus V2,0.583,0.144
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,83,11.742,34.635,0.584,1026.728,26.356,39.417,0.275,19 Plus V2,0.572,0.143
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,84,11.744,34.639,0.558,1026.735,26.359,39.422,0.276,19 Plus V2,0.546,0.143
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,85,11.745,34.641,0.526,1026.740,26.360,39.425,0.274,19 Plus V2,0.514,0.142
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,86,11.749,34.641,0.497,1026.744,26.360,39.431,0.266,19 Plus V2,0.484,0.141
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,87,11.756,34.646,0.481,1026.751,26.362,39.444,0.264,19 Plus V2,0.468,0.141
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,88,11.764,34.656,0.469,1026.762,26.368,39.461,0.264,19 Plus V2,0.456,0.141
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,89,11.769,34.664,0.450,1026.771,26.374,39.474,0.270,19 Plus V2,0.437,0.142
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,90,11.769,34.672,0.384,1026.782,26.381,39.482,0.265,19 Plus V2,0.371,0.141
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,91,11.767,34.674,0.659,1026.789,26.383,39.482,0.267,19 Plus V2,0.647,0.141
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,92,11.765,34.675,0.500,1026.794,26.383,39.482,0.268,19 Plus V2,0.487,0.142
Norte,1,2,11/4/2015,2:45,-33.001,-71.700,93,11.763,34.675,0.229,1026.800,26.384,39.482,0.264,19 Plus V2,0.214,0.141
