buque,EST,lat(g) ,lat(m) ,long (g),long (m),a¤o,Mes,Dia,Hora,minuto,ecosonda,dirolas, Olasalt, olasper, dirviento, intviento, Presatmosf,Tseco,thum,Tiempo,nubes,cantnubes,visibilidad, profundidad, temp, salinidad (psu), sigma, oxigsensor, cloasensor, oxiw, cloa, feop
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,175,10.062,34.583,26.615,0.296,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,180,10.032,34.581,26.619,0.297,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,190,10.002,34.581,26.624,0.308,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,200,9.971,34.585,26.633,0.337,         ,0.34,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,225,9.68,34.555,26.659,0.418,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,250,9.486,34.551,26.688,0.485,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,275,9.391,34.553,26.705,0.55,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,300,9.112,34.525,26.728,0.677,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,325,8.897,34.523,26.761,0.884,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,350,8.388,34.475,26.803,1.09,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,375,7.97,34.432,26.832,1.519,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,400,7.597,34.414,26.874,2.166,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,425,7.204,34.374,26.897,2.536,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,450,6.749,34.34,26.933,3.322,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,475,6.336,34.31,26.965,3.863,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,500,6.082,34.289,26.981,4.369,         ,        ,        ,       
Abate Molina,69,38,0,74,1.8,13,1,20,4,45,595,220,2,2,0,0,1015,13.5,12.5,4,7,8,4,501,6.063,34.287,26.981,4.376,         ,        ,        ,       
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,2,11.784,34.146,25.967,4.879,3.965,4.87,3.95,0.55
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,4,11.583,34.165,26.017,4.893,3.889,        ,        ,       
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,5,11.448,34.186,26.062,4.821,3.934,4.83,3.99,0.54
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,6,11.297,34.211,26.105,4.642,3.942,        ,        ,       
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,8,11.101,34.243,26.167,4.337,3.817,        ,        ,       
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,10,10.956,34.254,26.202,3.941,3.926,3.94,3.88,0
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,12,10.865,34.253,26.218,3.857,3.867,        ,        ,       
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,14,10.778,34.252,26.233,3.637,3.906,        ,        ,       
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,15,10.734,34.252,26.24,3.519,3.919,        ,        ,       
Abate Molina,70,38,20,73,32.6,13,1,20,21,40,22,220,2,2,300,10,1016,16,15.5,4,7,8,4,16,10.691,34.252,26.244,3.407,3.767,        ,        ,       
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,2,12.753,34.032,25.689,6.015,6.26,5.76,6.86,0.32
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,4,12.478,34.043,25.756,6.026,4.315,        ,        ,       
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,5,12.015,34.064,25.858,5.941,6.931,6.22,6.2,0.28
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,6,11.707,34.087,25.93,5.8,7.341,        ,        ,       
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,8,11.3,34.168,26.075,5.593,9.657,        ,        ,       
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,10,10.711,34.191,26.196,5.164,9.886,5.14,10.02,0
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,12,10.421,34.183,26.238,4.933,8.192,        ,        ,       
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,14,10.437,34.197,26.25,4.485,7.066,        ,        ,       
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,15,10.421,34.2,26.256,4.401,1.119,        ,        ,       
Abate Molina,71,38,20,73,40.6,13,1,20,22,49,26,220,2,2,300,10,1016,15.5,15,4,7,8,4,16,10.42,34.207,26.26,4.417,1.67,        ,        ,       
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,1,13.788,33.689,25.207,8.628,9.116,        ,        ,       
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,2,13.967,33.677,25.174,8.756,10.783,        ,11.39,0.32
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,4,14.053,33.676,25.153,8.827,9.658,        ,        ,       
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,5,14.105,33.672,25.141,8.85,9.139,8.85,8.58,3.75
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,6,14.083,33.672,25.154,8.857,10.051,        ,        ,       
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,8,12.432,33.791,25.555,8.632,21.277,        ,        ,       
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,10,12.04,33.866,25.7,7.16,21.546,7.16,29.74,3.27
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,12,11.925,33.879,25.732,6.94,13.377,        ,        ,       
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,14,11.878,33.909,25.769,7.091,12.39,        ,        ,       
Abate Molina,72,38,20,73,48.9,13,1,21,0,5,23,220,2,2,100,8,1016,16,15.5,4,7,8,4,15,11.604,33.909,25.802,6.988,8.307,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,2,15.896,33.526,24.637,7.003,1.434,7.03,1.1,0.2
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,4,15.846,33.527,24.65,7.051,1.382,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,5,15.755,33.528,24.671,7.173,1.608,        ,1.47,0.19
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,6,15.661,33.528,24.692,7.173,1.725,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,8,15.407,33.527,24.747,7.265,2.555,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,10,15.116,33.527,24.81,7.194,3.454,7.17,1.53,0.23
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,12,14.904,33.526,24.865,7.167,4.119,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,14,13.555,33.595,25.198,6.819,10.436,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,15,12.37,33.696,25.486,6.122,9.721,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,16,12.179,33.724,25.576,5.711,7.98,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,18,11.169,33.802,25.798,5.628,5.151,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,20,10.891,33.842,25.893,5.353,3.87,5.35,5.69,0.35
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,22,10.522,33.921,26.014,5.328,1.758,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,24,10.531,34.029,26.102,5.164,0.961,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,25,10.548,34.056,26.121,4.934,0.867,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,26,10.552,34.084,26.142,4.713,0.664,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,28,10.539,34.104,26.16,4.482,0.594,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,30,10.509,34.127,26.183,4.472,0.563,        ,1.15,0.95
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,35,10.384,34.191,26.255,4.331,0.5,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,40,10.269,34.228,26.304,4.167,0.389,        ,        ,       
Abate Molina,73,38,20,74,4.3,13,1,21,2,25,50,220,2,2,100,5,1016,16.5,16.5,4,7,8,4,41,10.25,34.233,26.309,4.164,0.444,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,2,16.198,33.479,24.533,6.093,1.579,6.22,1.36,0.17
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,4,16.199,33.481,24.534,6.09,1.694,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,5,16.183,33.484,24.544,6.101,1.818,6.49,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,6,15.917,33.504,24.616,6.14,1.904,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,8,15.432,33.515,24.737,6.354,2.883,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,10,14.844,33.526,24.861,6.23,3.397,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,12,14.716,33.525,24.895,5.949,4.047,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,14,14.554,33.54,24.943,5.907,5.657,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,15,14.47,33.546,24.967,5.926,7.387,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,16,14.328,33.548,24.997,5.974,7.949,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,18,13.822,33.573,25.139,5.509,6.316,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,20,12.416,33.7,25.485,5.038,2.522,4.4,2.65,0.53
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,22,12.165,33.729,25.574,4.674,1.762,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,24,11.843,33.771,25.664,4.682,1.06,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,25,11.586,33.8,25.733,4.599,1.365,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,26,11.413,33.818,25.781,4.482,1.238,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,28,11.05,33.859,25.875,4.382,0.701,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,30,10.932,33.883,25.919,4.38,0.413,4.15,0.45,0.23
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,35,10.53,33.947,26.039,4.648,0.444,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,40,10.376,34.013,26.115,4.473,0.189,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,45,10.753,34.226,26.217,3.064,0.156,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,50,10.699,34.242,26.239,2.934,0.183,        ,0.12,0.2
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,60,10.402,34.268,26.311,2.585,0.169,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,70,10.362,34.31,26.352,2.242,0.142,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,75,9.994,34.282,26.39,2.355,0.099,2.36,0.19,0.07
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,80,9.885,34.276,26.405,2.407,0.095,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,90,9.983,34.357,26.453,1.961,0.045,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,100,10.028,34.382,26.465,1.633,0.07,1.87,0.09,0.21
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,120,10.266,34.531,26.54,0.655,0.036,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,125,10.272,34.536,26.543,0.566,0.041,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,140,10.295,34.558,26.556,0.482,0.016,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,150,10.211,34.563,26.573,0.391,         ,0.32,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,160,10.204,34.578,26.587,0.331,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,170,10.164,34.584,26.599,0.34,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,175,10.142,34.585,26.604,0.333,0.004,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,180,10.12,34.584,26.606,0.332,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,190,9.836,34.544,26.623,0.48,0.11,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,200,9.832,34.555,26.633,0.464,0.007,0.44,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,225,9.76,34.557,26.647,0.434,0.027,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,250,9.713,34.553,26.651,0.447,0.02,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,275,9.631,34.548,26.661,0.489,0.041,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,300,9.497,34.541,26.678,0.537,0.034,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,325,9.411,34.53,26.683,0.608,0.007,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,350,9.203,34.519,26.709,0.696,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,375,8.912,34.483,26.728,0.925,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,400,8.017,34.433,26.826,1.47,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,425,7.547,34.392,26.863,2.066,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,450,7.176,34.369,26.898,2.524,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,475,6.975,34.354,26.914,2.776,         ,        ,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,500,6.516,34.32,26.949,3.486,         ,3.69,        ,       
Abate Molina,74,38,20,74,9.6,13,1,21,3,26,840,220,2,2,100,8,1015,17,16.5,4,7,8,4,501,6.505,34.32,26.949,3.488,         ,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,1,14.211,33.709,25.129,8.264,7.571,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,2,14.536,33.687,25.064,8.232,7.428,8.41,8.29,0.52
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,4,14.548,33.685,25.056,8.304,7.459,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,5,14.548,33.686,25.057,8.321,7.456,7.58,6.89,0.74
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,6,14.528,33.69,25.07,8.325,7.477,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,8,13.017,33.889,25.515,8.391,8.247,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,10,11.818,34.066,25.893,6.383,8.388,7.3,8.48,0.12
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,12,11.152,34.145,26.076,5.189,7.782,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,14,11.06,34.213,26.149,4.452,7.728,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,15,11.05,34.234,26.17,4.333,7.708,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,16,11.07,34.248,26.188,4.223,7.715,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,18,10.406,34.276,26.311,3.975,7.534,        ,        ,       
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,20,10.412,34.31,26.343,3.254,7.616,2.9,7.23,0.3
Abate Molina,75,38,30,73,33.7,13,1,21,13,0,32,220,2,2,0,15,1017.5,18.5,17.5,2,7,7,7,21,10.361,34.314,26.349,3.124,7.622,        ,        ,       
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,2,        ,        ,        ,        ,         ,7.41,5.9,4.83
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,4,14.797,33.513,24.87,7.129,6.558,        ,        ,       
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,5,14.679,33.552,24.928,7.082,7.03,7.75,7.04,5.15
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,6,14.424,33.649,25.056,6.729,7.147,        ,        ,       
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,8,14.104,33.764,25.205,6.413,6.785,        ,        ,       
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,10,14.053,33.78,25.232,5.874,6.468,        ,7.04,4.39
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,12,14.035,33.783,25.244,5.974,6.433,        ,        ,       
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,14,13.794,33.805,25.305,5.824,6.337,        ,        ,       
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,15,13.723,33.81,25.322,5.62,6.372,        ,        ,       
Abate Molina,76,38,50,73,25.9,13,1,21,15,50,24,220,2,2,310,15,1017,21,19,1,6,5,7,16,13.682,33.81,25.33,5.456,6.516,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,1,15.544,33.476,24.678,6.04,1.288,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,2,15.537,33.479,24.681,6.09,1.162,5.13,1.1,0.18
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,4,15.536,33.48,24.684,6.099,1.266,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,5,15.537,33.485,24.699,6.103,1.173,6.15,1.09,0.22
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,6,15.248,33.515,24.785,6.121,1.194,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,8,14.359,33.611,25.034,5.986,1.161,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,10,14.114,33.635,25.109,6.163,1.154,6.58,1.02,0.36
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,12,14.011,33.657,25.157,6.246,1.13,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,14,13.718,33.689,25.235,6.418,1.172,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,15,13.48,33.7,25.294,6.952,1.262,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,16,13.054,33.71,25.376,7.483,1.394,        ,        ,       
Abate Molina,77,38,40,74,2.9,13,1,21,22,12,540,220,2,2,350,10,1018,17.5,17,2,7,8,6,18,12.8,33.722,25.442,7.472,1.77,        ,        ,       
