buque,EST,lat(g) ,lat(m) ,long (g),long (m),a¤o,Mes,Dia,Hora,minuto,ecosonda,dirolas, Olasalt, olasper, dirviento, intviento, Presatmosf,Tseco,thum,Tiempo,nubes,cantnubes,visibilidad, profundidad, temp, salinidad (psu), sigma, oxigsensor, cloasensor, oxiw, cloa, feop
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,1,15.557,34.153,25.196,6.457,2.606,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,2,15.554,34.182,25.23,6.467,2.618,6.43,3.74,1.4
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,4,14.93,34.283,25.433,6.636,3.076,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,5,14.597,34.304,25.519,6.699,3.347,6.66,3.85,1.19
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,6,14.43,34.315,25.565,6.715,4.52,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,8,14.279,34.321,25.603,6.59,5.185,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,10,14.15,34.317,25.625,6.383,5.305,6.44,6.15,0.91
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,12,13.738,34.332,25.719,6.267,5.313,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,14,13.598,34.344,25.765,5.804,5.248,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,15,13.527,34.349,25.788,5.639,5.124,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,16,13.264,34.366,25.859,5.477,5.365,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,18,12.409,34.41,26.048,4.779,4.994,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,20,12.119,34.407,26.103,3.899,4.796,3.97,3.58,2.55
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,22,11.931,34.418,26.149,3.589,4.098,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,24,11.779,34.436,26.193,3.115,3.435,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,25,11.739,34.441,26.204,2.999,3.449,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,26,11.712,34.446,26.213,2.95,3.251,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,28,11.668,34.456,26.23,2.888,3.004,        ,        ,       
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,30,11.607,34.468,26.249,2.733,2.603,2.68,1.34,1.01
Abate Molina,1,33,50,71,55.6,13,1,5,9,10,40,230,1,3,0,0,1020,18.5,16.5,1,6,7,7,31,11.594,34.47,26.253,2.595,2.255,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,1,17.03,34.224,24.912,6.62,1.102,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,2,17.035,34.228,24.913,6.623,1.114,6.64,1.36,0.19
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,4,17.04,34.229,24.913,6.647,1.125,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,5,16.996,34.228,24.923,6.647,1.122,6.58,1.3,0.26
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,6,16.825,34.228,24.983,6.663,1.202,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,8,14.966,34.224,25.365,6.766,1.981,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,10,14.813,34.223,25.414,6.319,1.907,6.45,1.68,0.32
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,12,13.77,34.19,25.618,6.103,1.689,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,14,12.241,34.137,25.863,5.443,1.583,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,15,11.893,34.171,25.956,5.073,1.446,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,16,11.824,34.197,25.999,4.634,1.114,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,18,11.681,34.218,26.041,4.245,0.841,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,20,11.7,34.286,26.091,3.99,0.889,3.92,0.92,0.23
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,22,11.713,34.301,26.101,3.64,0.726,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,24,11.711,34.303,26.102,3.621,0.761,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,25,11.701,34.304,26.106,3.597,0.739,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,26,11.652,34.309,26.118,3.578,0.642,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,28,11.586,34.317,26.136,3.466,0.506,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,30,11.524,34.328,26.155,3.368,0.481,3.28,0.37,0.14
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,35,11.482,34.383,26.206,2.869,0.494,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,40,11.434,34.415,26.24,2.574,0.568,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,45,11.426,34.415,26.242,2.513,0.582,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,50,11.412,34.417,26.247,2.457,0.521,2.45,0.52,0.29
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,60,11.286,34.413,26.265,2.45,0.431,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,70,11.273,34.53,26.36,1.319,0.073,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,75,11.264,34.54,26.369,1.146,0.073,1.23,0.09,0.17
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,80,11.245,34.562,26.39,1.143,0.073,        ,        ,       
Abate Molina,2,34,10,72,2.4,13,1,5,18,40,90,210,2,2,220,18,1018.5,17.2,16.7,2,6,7,7,82,11.244,34.567,26.394,1.143,0.058,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,2,12.524,34.342,25.977,3.863,1.365,3.67,1.16,0.65
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,4,12.519,34.343,25.979,3.828,1.276,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,5,12.519,34.343,25.979,3.839,1.43,        ,1.34,0.51
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,6,12.521,34.343,25.979,3.854,1.334,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,8,12.493,34.344,25.984,3.838,1.431,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,10,12.469,34.345,25.99,3.789,1.325,3.94,1.61,0.61
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,12,12.249,34.35,26.034,3.786,1.178,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,14,11.718,34.368,26.149,3.241,0.918,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,15,11.465,34.393,26.216,2.757,0.543,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,16,11.439,34.401,26.228,2.599,0.368,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,18,11.425,34.406,26.234,2.398,0.397,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,20,11.474,34.427,26.243,2.433,0.505,2.43,0.51,0.29
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,22,11.515,34.447,26.251,2.462,0.601,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,24,11.533,34.46,26.258,2.399,0.635,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,25,11.534,34.466,26.262,2.372,0.641,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,26,11.526,34.47,26.267,2.326,0.615,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,28,11.478,34.476,26.28,2.218,0.55,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,30,11.421,34.484,26.297,2.097,0.469,2.24,0.6,0.44
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,35,11.287,34.488,26.325,1.832,0.19,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,40,11.281,34.504,26.338,1.676,0.146,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,45,11.278,34.518,26.349,1.462,0.109,        ,        ,       
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,50,11.272,34.539,26.367,1.207,0.11,1.11,0.13,0.28
Abate Molina,3,34,0,71,56.6,13,1,5,23,50,61,210,5,3,210,25,1018,15.5,14.5,0,s,0,7,51,11.269,34.54,26.369,1.206,0.113,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,2,13.404,34.228,25.713,5.25,1.053,5.08,0.99,0.29
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,4,13.415,34.227,25.711,5.263,1.113,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,5,13.417,34.227,25.71,5.265,1.004,        ,0.98,0.34
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,6,13.419,34.227,25.71,5.257,1.013,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,8,13.411,34.227,25.711,5.244,1.004,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,10,13.415,34.227,25.711,5.246,0.987,5.12,1.02,0.3
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,12,13.355,34.229,25.724,5.267,0.976,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,14,13.189,34.234,25.762,5.143,0.927,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,15,13.087,34.236,25.787,5.067,0.906,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,16,12.892,34.244,25.828,4.978,0.82,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,18,12.675,34.251,25.876,4.709,0.774,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,20,12.465,34.262,25.935,4.5,0.768,4.61,0.84,0.27
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,22,11.716,34.303,26.092,4.161,0.449,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,24,11.637,34.31,26.121,3.611,0.394,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,25,11.628,34.324,26.133,3.615,0.369,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,26,11.633,34.341,26.147,3.574,0.405,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,28,11.667,34.387,26.175,3.3,0.461,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,30,11.747,34.419,26.187,3.017,0.489,3.41,0.52,0.27
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,35,11.643,34.441,26.222,2.77,0.417,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,40,11.594,34.461,26.247,2.396,0.304,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,45,11.534,34.473,26.267,2.244,0.267,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,50,11.466,34.491,26.294,1.791,0.216,1.81,0.22,0.42
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,60,11.318,34.526,26.349,0.977,0.16,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,70,11.27,34.538,26.367,0.929,0.154,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,75,11.26,34.539,26.369,0.876,0.154,0.72,0.13,0.24
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,80,11.239,34.549,26.381,0.726,0.15,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,90,11.208,34.566,26.4,0.574,0.15,        ,        ,       
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,100,11.188,34.582,26.416,0.34,0.148,0.27,0.12,0.39
Abate Molina,4,34,0,72,1.3,13,1,6,0,14,110,210,5,3,200,25,1017.5,15,14,2,7,8,6,101,11.185,34.583,26.417,0.347,0.146,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,2,15.974,34.256,25.181,5.985,0.978,6.14,0.93,0.31
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,4,15.991,34.256,25.177,5.956,0.925,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,5,15.989,34.256,25.177,5.949,1.021,        ,0.7,0.3
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,6,15.99,34.256,25.177,5.938,0.958,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,8,15.975,34.256,25.18,5.946,0.906,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,10,15.972,34.255,25.182,5.945,0.911,5.79,0.86,0.33
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,12,15.955,34.255,25.185,5.942,0.961,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,14,15.924,34.254,25.195,5.946,0.897,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,15,15.822,34.253,25.215,5.941,0.913,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,16,15.682,34.254,25.247,5.916,0.932,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,18,15.448,34.254,25.3,5.882,0.969,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,20,14.976,34.252,25.404,5.846,1.196,5.71,1.23,0.26
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,22,14.076,34.251,25.605,5.847,1.58,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,24,12.806,34.288,25.862,5.538,1.121,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,25,12.763,34.291,25.886,5.047,1.042,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,26,12.737,34.289,25.893,4.658,1.013,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,28,12.704,34.287,25.9,4.585,0.917,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,30,12.642,34.289,25.913,4.606,0.852,4.72,1.29,1.1
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,35,12.288,34.288,25.983,4.217,0.672,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,40,11.722,34.268,26.073,3.779,0.361,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,45,11.68,34.285,26.094,3.652,0.301,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,50,11.57,34.335,26.153,3.275,0.246,3.47,0.38,0.22
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,60,11.403,34.367,26.21,2.873,0.146,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,70,11.182,34.383,26.262,2.457,0.107,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,75,11.115,34.386,26.277,2.368,0.087,2.22,0.1,0.15
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,80,10.92,34.407,26.327,2.099,0.078,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,90,11.101,34.511,26.377,1.283,0.045,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,100,11.1,34.553,26.409,0.955,0.047,0.93,0.04,0.07
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,120,11.073,34.637,26.483,0.335,0.04,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,125,10.928,34.633,26.503,0.288,0.043,        ,        ,       
Abate Molina,5,34,0,72,7.4,13,1,6,2,50,154,210,5,3,200,25,1016,15,14,2,7,8,6,140,10.911,34.632,26.505,0.291,0.055,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,2,16.532,34.281,25.072,5.78,0.925,5.78,0.74,0.26
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,4,16.532,34.281,25.072,5.762,0.905,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,5,16.532,34.281,25.072,5.749,0.935,5.81,0.81,0.15
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,6,16.535,34.281,25.072,5.746,0.892,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,8,16.543,34.281,25.07,5.763,0.87,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,10,16.546,34.282,25.069,5.77,0.871,5.71,0.84,0.2
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,12,16.547,34.281,25.069,5.765,0.911,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,14,16.547,34.265,25.057,5.765,0.886,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,15,16.541,34.277,25.069,5.767,0.872,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,16,16.503,34.279,25.076,5.763,0.894,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,18,16.386,34.276,25.102,5.798,0.943,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,20,16.286,34.271,25.126,5.8,0.996,5.48,0.86,0.25
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,22,15.988,34.262,25.184,5.814,1.031,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,24,15.668,34.252,25.246,5.81,1.087,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,25,15.497,34.246,25.28,5.84,1.165,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,26,15.32,34.24,25.319,5.891,1.138,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,28,15.047,34.245,25.38,5.874,1.058,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,30,14.657,34.266,25.477,5.474,0.974,5.78,1.42,0.67
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,35,12.548,34.282,25.906,4.361,0.526,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,40,12.047,34.294,26.033,3.761,0.304,        ,        ,       
Abate Molina,6,34,0,72,14.7,13,1,6,4,35,695,210,5,3,200,25,1015.5,14.5,13.5,2,7,8,6,45,11.852,34.317,26.087,3.543,0.221,        ,        ,       
