crucero,pais,buque,est,lat,min_lat ,long,min_long,Año,Mes,Dia,Hora,minuto,prof_ecoso,dir_olas, Olas_alt, olas_per, dir_viento, int_viento, Pres_atmos,T_seco,hum_rel,Tiempo_ pre,Tipo_nubes,cant_nubes,visibilida, profundida, temp, salinidad, sigma_t, oxig_senso, cloa_senso, oxiw, cloa, feop
598,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,1,14.339,34.346,25.61,3.521,0.44,     ,0.41,0.09
599,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,2,14.294,34.351,25.623,3.502,0.5,     ,     ,     
600,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,3,14.176,34.358,25.654,3.495,0.55,     ,     ,     
601,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,4,14.02,34.364,25.692,3.484,0.47,     ,     ,     
602,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,5,13.661,34.376,25.775,3.311,0.37,     ,0.41,0.06
603,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,6,13.12,34.393,25.898,3.034,0.3,     ,     ,     
604,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,8,12.48,34.426,26.051,2.544,0.24,     ,     ,     
605,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,10,12.168,34.465,26.142,1.907,0.2,     ,     ,     
606,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,12,12.046,34.478,26.175,1.709,0.2,     ,     ,     
607,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,14,11.996,34.486,26.19,1.619,0.16,     ,     ,     
608,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,16,11.958,34.504,26.212,1.486,0.17,     ,     ,     
609,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,18,11.939,34.511,26.221,1.41,0.19,     ,     ,     
610,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,20,11.92,34.514,26.227,1.374,0.15,1.59,0.24,0.13
611,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,22,11.91,34.514,26.229,1.357,0.19,     ,     ,     
612,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,24,11.903,34.515,26.231,1.344,0.19,     ,     ,     
613,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,26,11.9,34.515,26.231,1.338,0.2,     ,     ,     
614,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,28,11.894,34.516,26.233,1.321,0.17,     ,     ,     
615,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,30,11.877,34.517,26.238,1.3,0.13,1.31,0.2,0.07
616,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,32,11.864,34.519,26.241,1.291,0.15,     ,     ,     
617,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,34,11.849,34.524,26.248,1.253,0.17,     ,     ,     
618,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,36,11.822,34.526,26.255,1.224,0.18,     ,     ,     
619,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,38,11.816,34.538,26.265,1.148,0.15,     ,     ,     
620,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,40,11.812,34.541,26.268,1.119,0.17,     ,     ,     
621,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,42,11.809,34.551,26.276,1.074,0.17,     ,     ,     
622,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,44,11.782,34.556,26.286,1.036,0.14,     ,     ,     
623,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,46,11.766,34.561,26.292,1.007,0.14,     ,     ,     
624,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,48,11.747,34.563,26.297,0.986,0.14,     ,     ,     
625,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,50,11.741,34.563,26.298,0.981,0.14,     ,     ,     
626,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,55,11.727,34.573,26.309,0.921,0.13,     ,     ,     
627,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,60,11.744,34.582,26.313,0.888,0.14,     ,     ,     
628,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,65,11.736,34.586,26.317,0.865,0.15,     ,     ,     
629,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,70,11.687,34.581,26.323,0.879,0.15,     ,     ,     
630,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,75,11.479,34.562,26.347,0.96,0.14,0.837,0.04,0.12
631,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,80,11.491,34.584,26.362,0.845,0.14,     ,     ,     
632,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,85,11.605,34.636,26.381,0.611,0.13,     ,     ,     
633,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,90,11.656,34.658,26.389,0.502,0.13,     ,     ,     
634,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,95,11.622,34.66,26.396,0.557,0.13,     ,     ,     
635,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,100,11.603,34.663,26.403,0.553,0.13,0.522,0.07,0.04
636,Chile,AbateMolina,1,32,30,71,30.5,2017,1,5,19,45,120,210,4,3,180,7,1011.6,11.5,86,1,7,4,7,101,11.6,34.664,26.404,0.562,0,     ,     ,     
637,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,1,13.345,34.361,25.828,3.123,0.06,3.069,0.09,0.11
638,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,2,13.373,34.358,25.82,3.135,0.06,     ,     ,     
639,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,3,13.376,34.356,25.819,3.152,0.08,     ,     ,     
640,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,4,13.202,34.366,25.861,3.058,0.09,     ,     ,     
641,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,5,12.92,34.379,25.928,2.825,0.08,     ,0.07,0.11
642,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,6,12.781,34.379,25.956,2.665,0.07,     ,     ,     
643,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,8,12.759,34.373,25.955,2.634,0.06,     ,     ,     
644,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,10,12.585,34.391,26.003,2.414,0.06,     ,     ,     
645,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,12,12.476,34.416,26.044,2.427,0.06,     ,     ,     
646,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,14,12.371,34.453,26.093,2.699,0.06,     ,     ,     
647,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,16,12.218,34.471,26.136,2.537,0.07,     ,     ,     
648,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,18,12.094,34.471,26.16,2.161,0.07,     ,     ,     
649,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,20,11.983,34.47,26.18,1.564,0.07,     ,0.08,0.15
650,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,22,11.887,34.461,26.192,1.63,0.08,     ,     ,     
651,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,24,11.903,34.476,26.201,1.56,0.08,     ,     ,     
652,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,26,11.938,34.491,26.206,1.455,0.08,     ,     ,     
653,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,28,11.923,34.491,26.208,1.438,0.07,     ,     ,     
654,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,30,11.898,34.488,26.211,1.449,0.07,1.357,0.09,0.17
655,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,32,11.907,34.493,26.213,1.405,0.07,     ,     ,     
656,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,34,11.906,34.495,26.215,1.374,0.06,     ,     ,     
657,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,36,11.902,34.495,26.215,1.384,0.06,     ,     ,     
658,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,38,11.894,34.494,26.216,1.385,0.06,     ,     ,     
659,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,40,11.864,34.488,26.217,1.43,0.07,     ,     ,     
660,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,42,11.813,34.486,26.225,1.415,0.08,     ,     ,     
661,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,44,11.727,34.483,26.239,1.424,0.07,     ,     ,     
662,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,46,11.706,34.489,26.248,1.389,0.07,     ,     ,     
663,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,48,11.684,34.496,26.257,1.329,0.07,     ,     ,     
664,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,50,11.677,34.5,26.262,1.289,0.06,1.321,0.06,0.19
665,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,55,11.637,34.522,26.286,1.147,0.06,     ,     ,     
666,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,60,11.643,34.547,26.305,1.084,0.06,     ,     ,     
667,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,65,11.611,34.564,26.324,0.99,0.06,     ,     ,     
668,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,70,11.632,34.581,26.333,0.9,0.06,     ,     ,     
669,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,75,11.589,34.589,26.347,0.871,0.06,1.071,0.05,0.2
670,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,80,11.565,34.605,26.364,0.781,0.06,     ,     ,     
671,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,85,11.552,34.618,26.377,0.723,0.06,     ,     ,     
672,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,90,11.531,34.621,26.383,0.728,0.06,     ,     ,     
673,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,95,11.511,34.632,26.395,0.704,0.06,     ,     ,     
674,Chile,AbateMolina,2,32,10,71,34.2,2017,1,6,1,10,128,210,4,3,120,9,1012.6,11.1,86,1,2,2,7,100,11.553,34.65,26.401,0.656,0.06,0.937,0.03,0.12
675,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,2,13.906,34.291,25.659,3.54,0.08,3.734,0.03,0.07
676,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,3,13.724,34.294,25.699,3.537,0.09,     ,     ,     
677,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,4,13.37,34.291,25.769,3.549,0.09,     ,     ,     
678,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,5,13.192,34.287,25.802,3.557,0.09,3.648,0.17,0.18
679,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,6,13.161,34.286,25.808,3.538,0.09,     ,     ,     
680,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,8,13.137,34.29,25.815,3.5,0.08,     ,     ,     
681,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,10,13.014,34.294,25.843,3.376,0.09,3.477,0.08,0.15
682,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,12,12.726,34.312,25.914,3.079,0.08,     ,     ,     
683,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,14,12.445,34.332,25.985,2.841,0.13,     ,     ,     
684,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,16,12.368,34.379,26.036,2.576,0.26,     ,     ,     
685,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,18,12.27,34.392,26.065,2.417,0.1,     ,     ,     
686,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,20,12.254,34.39,26.067,2.404,0.09,2.605,0.09,0.09
687,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,22,12.254,34.394,26.07,2.349,0.11,     ,     ,     
688,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,24,12.224,34.397,26.078,2.305,0.13,     ,     ,     
689,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,26,12.154,34.429,26.116,2.133,0.09,     ,     ,     
690,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,28,12.113,34.437,26.13,2.051,0.15,     ,     ,     
691,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,30,12.038,34.455,26.159,1.855,0.14,     ,0.14,0.16
692,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,32,12.002,34.461,26.17,1.746,0.09,     ,     ,     
693,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,34,11.966,34.471,26.185,1.648,0.1,     ,     ,     
694,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,36,11.945,34.477,26.193,1.58,0.1,     ,     ,     
695,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,38,11.916,34.486,26.206,1.518,0.1,     ,     ,     
696,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,40,11.901,34.49,26.212,1.473,0.09,     ,     ,     
697,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,42,11.891,34.492,26.215,1.456,0.09,     ,     ,     
698,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,44,11.843,34.509,26.238,1.333,0.1,     ,     ,     
699,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,46,11.79,34.532,26.266,1.156,0.09,     ,     ,     
700,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,48,11.752,34.547,26.284,1.065,0.08,     ,     ,     
701,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,50,11.72,34.559,26.3,1,0.09,0.918,0.09,0.33
702,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,55,11.651,34.573,26.323,0.918,0.09,     ,     ,     
703,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,60,11.616,34.57,26.327,0.926,0.09,     ,     ,     
704,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,65,11.565,34.575,26.341,0.895,0.09,     ,     ,     
705,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,70,11.572,34.589,26.35,0.837,0.09,     ,     ,     
706,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,75,11.561,34.603,26.364,0.745,0.08,1.047,0.08,0.16
707,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,76,11.568,34.608,26.366,0.738,0,     ,     ,     
708,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,77,11.575,34.611,26.367,0.737,0,     ,     ,     
709,Chile,AbateMolina,3,32,20,71,30.7,2017,1,6,3,15,95,210,4,3,350,2,1012.4,11,88,0,     ,     ,7,78,11.577,34.612,26.367,0.734,0,     ,     ,     
710,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,1,13.99,34.31,25.656,3.631,0.1,3.588,0.12,0.26
711,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,2,14.002,34.311,25.654,3.627,0.1,     ,     ,     
712,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,3,14.066,34.311,25.641,3.624,0.11,     ,     ,     
713,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,4,14.074,34.31,25.638,3.622,0.12,     ,     ,     
714,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,5,13.904,34.309,25.673,3.604,0.12,3.158,0.13,0.25
715,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,6,13.601,34.308,25.735,3.573,0.11,     ,     ,     
716,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,8,13.374,34.302,25.777,3.548,0.09,     ,     ,     
717,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,10,13.188,34.291,25.806,3.512,0.13,3.402,0.1,0.26
718,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,12,12.959,34.276,25.84,3.459,0.14,     ,     ,     
719,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,14,12.434,34.255,25.927,3.253,0.09,     ,     ,     
720,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,16,12.053,34.292,26.029,2.849,0.11,     ,     ,     
721,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,18,11.956,34.342,26.086,2.442,0.14,     ,     ,     
722,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,20,11.875,34.343,26.103,2.406,0.1,2.598,0.1,0.22
723,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,22,11.812,34.347,26.117,2.365,0.12,     ,     ,     
724,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,24,11.767,34.349,26.127,2.359,0.13,     ,     ,     
725,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,26,11.765,34.353,26.131,2.343,0.13,     ,     ,     
726,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,28,11.758,34.354,26.133,2.319,0.11,     ,     ,     
727,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,30,11.731,34.356,26.14,2.295,0.11,2.623,0.14,0.33
728,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,32,11.635,34.362,26.162,2.225,0.17,     ,     ,     
729,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,34,11.573,34.374,26.183,2.114,0.14,     ,     ,     
730,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,36,11.544,34.382,26.195,2.043,0.1,     ,     ,     
731,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,38,11.562,34.394,26.201,1.987,0.14,     ,     ,     
732,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,40,11.618,34.421,26.212,1.856,0.13,     ,     ,     
733,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,42,11.651,34.437,26.218,1.795,0.1,     ,     ,     
734,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,44,11.639,34.441,26.223,1.722,0.1,     ,     ,     
735,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,46,11.685,34.468,26.235,1.592,0.1,     ,     ,     
736,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,48,11.774,34.512,26.253,1.441,0.1,     ,     ,     
737,Chile,AbateMolina,4,32,20,71,34.3,2017,1,6,4,12,185,210,4,3,600,3,1011.6,10.8,91,0,     ,     ,7,50,11.785,34.522,26.258,1.357,0.1,1.616,0.15,0.32
