crucero,pais,buque,est,lat,min_lat ,long,min_long,Año,Mes,Dia,Hora,minuto,prof_ecoso,dir_olas, Olas_alt, olas_per, dir_viento, int_viento, Pres_atmos,T_seco,hum_rel,Tiempo_ pre,Tipo_nubes,cant_nubes,visibilida, profundida, temp, salinidad, sigma_t, oxig_senso, cloa_senso, oxiw, cloa, feop
1043,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,14,18.082,34.292,24.71,4.453,0.13,     ,     ,     
1044,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,16,18.019,34.292,24.726,4.468,0.14,     ,     ,     
1045,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,18,17.913,34.295,24.753,4.466,0.22,     ,     ,     
1046,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,20,17.824,34.295,24.775,4.443,0.26,4.616,0.12,0.34
1047,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,22,17.62,34.279,24.813,4.459,0.31,     ,     ,     
1048,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,24,17.517,34.268,24.829,4.451,0.97,     ,     ,     
1049,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,26,17.372,34.264,24.861,4.466,0.18,     ,     ,     
1050,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,28,16.971,34.246,24.942,4.448,0.36,     ,     ,     
1051,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,30,15.405,34.224,25.285,4.289,0.43,     ,0.47,0.25
1052,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,32,14.644,34.23,25.455,4.219,0.58,     ,     ,     
1053,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,34,13.871,34.231,25.619,4.091,0.51,     ,     ,     
1054,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,36,13.417,34.2,25.689,4.003,0.4,     ,     ,     
1055,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,38,13.245,34.179,25.708,4,0.38,     ,     ,     
1056,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,40,12.861,34.148,25.761,3.935,0.39,     ,     ,     
1057,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,42,12.589,34.133,25.802,3.836,0.16,     ,     ,     
1058,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,44,12.4,34.14,25.844,3.716,0.24,     ,     ,     
1059,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,46,12.256,34.146,25.877,3.63,0.29,     ,     ,     
1060,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,48,12.162,34.153,25.9,3.552,0.18,     ,     ,     
1061,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,50,12.164,34.165,25.909,3.479,0.15,3.738,0.36,0.28
1062,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,55,11.982,34.192,25.965,3.244,0.14,     ,     ,     
1063,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,60,11.96,34.216,25.988,3.126,0.12,     ,     ,     
1064,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,65,12.075,34.268,26.006,2.962,0.12,     ,     ,     
1065,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,70,11.931,34.284,26.046,2.841,0.12,     ,     ,     
1066,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,75,11.681,34.282,26.091,2.717,0.12,     ,0.03,0.25
1067,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,80,11.486,34.275,26.122,2.737,0,     ,     ,     
1068,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,85,11.192,34.258,26.163,2.722,0,     ,     ,     
1069,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,90,11.439,34.334,26.177,2.27,0,     ,     ,     
1070,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,95,11.502,34.368,26.192,2.101,0,     ,     ,     
1071,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,100,11.5,34.415,26.229,1.825,0,2.048,     ,     
1072,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,110,11.449,34.48,26.289,1.445,0,     ,     ,     
1073,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,120,11.296,34.499,26.331,1.307,0,     ,     ,     
1074,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,130,11.319,34.558,26.373,1.029,0,     ,     ,     
1075,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,140,11.038,34.528,26.401,1.058,0,     ,     ,     
1076,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,150,11.032,34.558,26.425,0.899,0,1.011,     ,     
1077,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,160,11.144,34.623,26.456,0.661,0,     ,     ,     
1078,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,170,10.892,34.592,26.477,0.732,0,     ,     ,     
1079,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,180,10.916,34.617,26.492,0.64,0,     ,     ,     
1080,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,190,10.801,34.612,26.509,0.636,0,     ,     ,     
1081,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,200,10.665,34.608,26.53,0.622,0,0.739,     ,     
1082,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,220,10.595,34.623,26.554,0.563,0,     ,     ,     
1083,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,240,10.523,34.65,26.588,0.475,0,     ,     ,     
1084,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,260,10.24,34.605,26.602,0.582,0,     ,     ,     
1085,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,280,9.991,34.581,26.626,0.622,0,     ,     ,     
1086,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,300,9.841,34.586,26.656,0.581,0,0.575,     ,     
1087,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,320,9.613,34.573,26.684,0.632,0,     ,     ,     
1088,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,340,9.376,34.555,26.709,0.691,0,     ,     ,     
1089,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,360,9.238,34.548,26.726,0.685,0,     ,     ,     
1090,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,380,9.206,34.556,26.737,0.657,0,     ,     ,     
1091,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,400,8.925,34.538,26.769,0.724,0,     ,     ,     
1092,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,420,8.865,34.552,26.789,0.667,0,     ,     ,     
1093,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,440,8.48,34.512,26.817,0.942,0,     ,     ,     
1094,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,460,8.329,34.514,26.842,0.902,0,     ,     ,     
1095,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,480,7.856,34.453,26.865,1.304,0,     ,     ,     
1096,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,485,7.818,34.457,26.875,1.312,0,     ,     ,     
1097,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,490,7.747,34.453,26.881,1.376,0,     ,     ,     
1098,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,495,7.673,34.447,26.888,1.438,0,     ,     ,     
1099,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,500,7.624,34.444,26.893,1.483,0,1.281,     ,     
1100,Chile,AbateMolina,11,33,0,71,50,2017,1,7,22,36,514,210,3,3,1800,20,1014.1,13.1,91,2,6,8,7,501,7.619,34.444,26.894,1.484,0,     ,     ,     
1101,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,2,14.22,34.244,25.557,6.378,15.61,5.839,17.81,0.39
1102,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,3,14.201,34.246,25.562,6.394,15.36,     ,     ,     
1103,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,4,14.028,34.261,25.61,6.07,15.44,     ,     ,     
1104,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,5,13.777,34.278,25.676,5.537,16.51,5.531,15.38,2.73
1105,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,6,13.644,34.285,25.709,5.306,17.5,     ,     ,     
1106,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,8,13.263,34.317,25.811,4.818,17.46,     ,     ,     
1107,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,10,12.989,34.332,25.878,4.432,16.64,     ,17.55,1.83
1108,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,12,12.844,34.339,25.912,4.229,14.41,     ,     ,     
1109,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,14,12.751,34.341,25.932,4.048,11.71,     ,     ,     
1110,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,16,12.55,34.357,25.983,3.705,11.03,     ,     ,     
1111,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,18,12.19,34.388,26.077,3.045,8.99,     ,     ,     
1112,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,20,11.87,34.409,26.155,2.362,6.59,     ,6.97,1.55
1113,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,22,11.794,34.403,26.164,2.346,7.7,     ,     ,     
1114,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,24,11.79,34.407,26.168,2.255,5.91,     ,     ,     
1115,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,26,11.778,34.412,26.174,2.201,4.9,     ,     ,     
1116,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,28,11.758,34.414,26.179,2.151,4.34,     ,     ,     
1117,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,30,11.714,34.422,26.194,2.012,3.8,2.197,4.1,0.99
1118,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,32,11.643,34.443,26.223,1.791,2.43,     ,     ,     
1119,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,34,11.621,34.443,26.228,1.747,1.82,     ,     ,     
1120,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,36,11.356,34.407,26.249,1.833,1.71,     ,     ,     
1121,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,38,11.182,34.393,26.27,1.9,1.23,     ,     ,     
1122,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,40,11.56,34.495,26.28,1.452,1.27,     ,     ,     
1123,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,42,11.743,34.544,26.283,1.133,1.46,     ,     ,     
1124,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,44,11.736,34.549,26.289,1.124,1.51,     ,     ,     
1125,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,46,11.674,34.543,26.296,1.159,1.32,     ,     ,     
1126,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,48,11.618,34.553,26.314,1.107,1.23,     ,     ,     
1127,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,50,11.587,34.568,26.331,1.024,1,     ,1.52,0.7
1128,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,55,11.58,34.579,26.341,0.958,0.69,     ,     ,     
1129,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,60,11.617,34.617,26.364,0.772,0.71,     ,     ,     
1130,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,65,11.591,34.623,26.373,0.746,0.72,     ,     ,     
1131,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,70,11.587,34.624,26.375,0.743,0.67,     ,     ,     
1132,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,75,11.583,34.624,26.375,0.737,0.67,0.824,0.33,0.66
1133,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,80,11.512,34.615,26.382,0.77,0.67,     ,     ,     
1134,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,85,11.508,34.618,26.385,0.743,0.67,     ,     ,     
1135,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,90,11.463,34.62,26.395,0.676,0.67,     ,     ,     
1136,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,95,11.489,34.628,26.396,0.636,0.67,     ,     ,     
1137,Chile,AbateMolina,12,33,0,71,40.2,2017,1,8,0,35,120,210,3,3,1800,12,1014.1,12.3,86,1,6,3,7,100,11.474,34.632,26.402,0.626,0.67,0.783,0.03,0.3
1138,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,1,14.995,34.076,25.261,7.356,3.12,     ,5.81,1.6
1139,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,2,14.967,34.072,25.264,7.37,3.24,     ,     ,     
1140,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,3,14.983,34.079,25.265,7.447,2.2,     ,     ,     
1141,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,4,14.972,34.118,25.298,7.444,2.43,     ,     ,     
1142,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,5,14.647,34.14,25.385,7.232,4.81,     ,4.81,1.38
1143,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,6,14.129,34.133,25.49,6.917,4.7,     ,     ,     
1144,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,8,12.959,34.282,25.845,4.955,8.3,     ,     ,     
1145,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,10,12.573,34.335,25.962,3.953,10.74,     ,10.74,0.61
1146,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,12,12.336,34.358,26.026,3.275,0.82,     ,     ,     
1147,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,14,12.197,34.38,26.07,2.812,0.76,     ,     ,     
1148,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,16,12.144,34.392,26.089,2.658,0.57,     ,     ,     
1149,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,18,12.05,34.41,26.121,2.33,0.41,     ,     ,     
1150,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,20,11.994,34.421,26.14,2.182,0.32,     ,11.54,1.71
1151,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,22,11.927,34.431,26.161,2.107,0.27,     ,     ,     
1152,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,24,11.867,34.439,26.179,1.982,0.17,     ,     ,     
1153,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,26,11.819,34.459,26.203,1.733,0.11,     ,     ,     
1154,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,28,11.81,34.466,26.21,1.676,0.14,     ,     ,     
1155,Chile,AbateMolina,13,33,0,71,34.1,2017,1,8,1,40,54,210,3,3,3400,4,1013.4,12.4,91,1,6,2,7,29,11.797,34.468,26.214,1.68,0.08,2.382,4.37,1.9
1156,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,2,15.636,34.214,25.225,5.187,1.8,5.062,3.17,2.27
1157,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,3,15.463,34.231,25.277,5.32,2.19,     ,     ,     
1158,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,4,15.145,34.245,25.358,5.529,3.12,     ,     ,     
1159,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,5,14.7,34.245,25.455,5.748,3.91,     ,3.85,1.85
1160,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,6,14.271,34.243,25.545,5.553,3.55,     ,     ,     
1161,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,8,13.662,34.248,25.676,4.662,0.96,     ,     ,     
1162,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,10,13.447,34.252,25.723,4.32,0.89,     ,4.31,2.39
1163,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,12,13.236,34.258,25.771,4.083,1.09,     ,     ,     
1164,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,14,13.115,34.267,25.802,3.954,1.01,     ,     ,     
1165,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,16,13.097,34.27,25.808,3.916,1.06,     ,     ,     
1166,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,18,13.017,34.275,25.828,3.828,1.15,     ,     ,     
1167,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,20,12.897,34.28,25.856,3.655,1.32,     ,1.71,1.03
1168,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,22,12.706,34.281,25.895,3.414,1.39,     ,     ,     
1169,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,24,12.6,34.29,25.922,3.281,1.26,     ,     ,     
1170,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,26,12.506,34.295,25.944,3.21,1.28,     ,     ,     
1171,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,28,12.497,34.305,25.953,3.224,1.17,     ,     ,     
1172,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,30,12.435,34.305,25.966,3.221,0.98,     ,1.42,1
1173,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,32,12.2,34.315,26.019,3.043,0.96,     ,     ,     
1174,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,34,12.08,34.322,26.047,2.912,0.98,     ,     ,     
1175,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,36,12.082,34.322,26.047,2.909,0.99,     ,     ,     
1176,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,38,12.075,34.321,26.048,2.904,0.98,     ,     ,     
1177,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,40,12.066,34.321,26.049,2.903,0.94,     ,     ,     
1178,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,42,12.046,34.321,26.053,2.893,0.93,     ,     ,     
1179,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,44,12.038,34.32,26.054,2.879,0.95,     ,     ,     
1180,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,46,11.967,34.321,26.068,2.806,0.97,     ,     ,     
1181,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,48,11.753,34.341,26.124,2.584,0.95,     ,     ,     
1182,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,50,11.686,34.358,26.15,2.39,0.93,     ,0.77,0.58
1183,Chile,AbateMolina,14,33,30,71,40.9,2017,1,8,22,40,85,220,3,3,  ,0,1014,13.3,90,1,12,6,7,55,11.663,34.379,26.17,2.211,0.94,     ,     ,     
