RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 17.874 , 33.881 , 6.025  , 1.557   , 24.446  ,   0.0000
    2 , 17.876 , 33.883 , 6.047  , 1.361   , 24.447  ,   0.0000
    4 , 17.643 , 33.935 , 6.082  , 1.439   , 24.544  ,   0.0000
    5 , 17.339 , 33.999 , 6.113  , 1.542   , 24.666  ,   0.0000
    6 , 17.026 , 34.073 , 6.125  , 1.53    , 24.798  ,   0.0000
    8 , 16.408 , 34.209 , 6.123  , 1.832   , 25.043  ,   0.0000
   10 , 16.437 , 34.266 , 5.901  , 1.92    , 25.083  ,   0.0000
   12 , 16.342 , 34.281 , 5.721  , 1.689   , 25.118  ,   0.0000
   14 , 16.123 , 34.265 , 5.677  , 1.811   , 25.157  ,   0.0000
   15 , 15.915 , 34.253 , 5.611  , 1.814   , 25.189  ,   0.0000
   16 , 15.784 , 34.265 , 5.505  , 1.661   , 25.227  ,   0.0000
   18 , 15.709 , 34.284 , 5.333  , 1.618   , 25.264  ,   0.0000
   20 , 15.349 , 34.287 , 5.187  , 1.735   , 25.395  ,   0.0000
   22 , 13.717 , 34.38  , 4.962  , 1.444   , 25.753  ,   0.0000
   24 , 13.366 , 34.402 , 3.476  , 1.248   , 25.855  ,   0.0000
   25 , 13.276 , 34.405 , 3.303  , 1.136   , 25.877  ,   0.0000
   26 , 13.166 , 34.408 , 3.248  , 1.057   , 25.906  ,   0.0000
   28 , 12.638 , 34.433 , 3.117  , 0.918   , 26.025  ,   0.0000
   30 , 12.26  , 34.448 , 2.553  , 0.709   , 26.108  ,   0.0000
   35 , 11.424 , 34.485 , 1.647  , 0.783   , 26.296  ,   0.0000
   40 , 11.348 , 34.483 , 1.224  , 0.564   , 26.31   ,   0.0000
   45 , 11.199 , 34.484 , 1.075  , 0.517   , 26.337  ,   0.0000
   50 , 11.14  , 34.508 , 1.019  , 0.506   , 26.367  ,   0.0000
   60 , 10.983 , 34.525 , 0.621  , 0.503   , 26.409  ,   0.0000
   70 , 10.897 , 34.538 , 0.642  , 0.486   , 26.435  ,   0.0000
   75 , 10.88  , 34.538 , 0.553  , 0.485   , 26.437  ,   0.0000
   80 , 10.865 , 34.536 , 0.417  , 0.528   , 26.438  ,   0.0000
   90 , 10.82  , 34.543 , 0.212  , 0.5     , 26.452  ,   0.0000
  100 , 10.791 , 34.547 , 0.188  , 0.474   , 26.46   ,   0.0000
  120 , 10.674 , 34.556 , 0.104  , 0.465   , 26.488  ,   0.0000
  125 , 10.671 , 34.557 , 0.104  , 0.467   , 26.489  ,   0.0000
  140 , 10.622 , 34.567 , 0.068  , 0.468   , 26.506  ,   0.0000
  150 , 10.572 , 34.566 , 0.071  , 0.468   , 26.514  ,   0.0000
  160 , 10.552 , 34.567 , 0.064  , 0.467   , 26.519  ,   0.0000
  170 , 10.417 , 34.585 , 0.054  , 0.468   , 26.556  ,   0.0000
  175 , 10.369 , 34.588 , 0.059  , 0.471   , 26.567  ,   0.0000
  180 , 10.279 , 34.591 , 0.064  , 0.468   , 26.585  ,   0.0000
  190 , 10.127 , 34.587 , 0.096  , 0.468   , 26.607  ,   0.0000
  200 , 10.063 , 34.583 , 0.119  , 0.469   , 26.616  ,   0.0000
  201 , 10.061 , 34.583 , 0.124  , 0.482   , 26.616  ,   0.0000
