RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.194 , 34.121 , 6.319  , 1.891   , 25.027  ,   0.0000
    2 , 16.194 , 34.121 , 6.336  , 1.324   , 25.027  ,   0.0000
    4 , 16.194 , 34.121 , 6.345  , 1.491   , 25.028  ,   0.0000
    5 , 16.195 , 34.121 , 6.322  , 1.393   , 25.029  ,   0.0000
    6 , 16.156 , 34.117 , 6.342  , 1.603   , 25.05   ,   0.0000
    8 , 15.582 , 34.125 , 6.373  , 1.838   , 25.16   ,   0.0000
   10 , 15.429 , 34.131 , 6.869  , 2.276   , 25.208  ,   0.0000
   12 , 15.269 , 34.137 , 6.843  , 3.363   , 25.248  ,   0.0000
   14 , 15.155 , 34.143 , 6.555  , 3.023   , 25.284  ,   0.0000
   15 , 15.056 , 34.142 , 6.543  , 2.681   , 25.318  ,   0.0000
   16 , 14.685 , 34.14  , 6.589  , 2.814   , 25.396  ,   0.0000
   18 , 13.396 , 34.122 , 6.566  , 6.208   , 25.628  ,   0.0000
   20 , 12.301 , 34.057 , 5.92   , 6.675   , 25.796  ,   0.0000
   22 , 11.614 , 33.994 , 5.464  , 2.859   , 25.876  ,   0.0000
   24 , 11.487 , 33.995 , 5.157  , 1.706   , 25.902  ,   0.0000
   25 , 11.471 , 33.991 , 4.895  , 1.008   , 25.904  ,   0.0000
   26 , 11.455 , 33.989 , 4.836  , 0.392   , 25.905  ,   0.0000
   28 , 11.449 , 33.998 , 4.832  , 0.598   , 25.914  ,   0.0000
   30 , 11.41  , 34.036 , 4.527  , 0.289   , 25.95   ,   0.0000
   35 , 11.028 , 34.008 , 4.825  , 0.091   , 25.999  ,   0.0000
   40 , 11.051 , 34.095 , 5.16   , 0.021   , 26.064  ,   0.0000
   45 , 11.238 , 34.207 , 4.207  , 0.004   , 26.116  ,   0.0000
   50 , 10.676 , 34.143 , 4.004  , 0.004   , 26.166  ,   0.0000
   60 , 10.745 , 34.237 , 3.369  , 0.011   , 26.224  ,   0.0000
   70 , 10.334 , 34.215 , 3.132  , 0.004   , 26.281  ,   0.0000
   75 , 10.78  , 34.333 , 2.937  , 0.004   , 26.3    ,   0.0000
   80 , 10.755 , 34.366 , 2.1    , 0.031   , 26.329  ,   0.0000
   90 , 10.585 , 34.413 , 1.424  ,         , 26.397  ,   0.0000
  100 , 10.432 , 34.427 , 1.418  ,         , 26.43   ,   0.0000
  120 , 9.782  , 34.382 , 1.766  ,         , 26.506  ,   0.0000
  125 , 9.778  , 34.389 , 1.729  ,         , 26.512  ,   0.0000
  140 , 9.863  , 34.444 , 1.214  ,         , 26.539  ,   0.0000
  150 , 9.886  , 34.468 , 0.913  ,         , 26.555  ,   0.0000
  160 , 9.878  , 34.499 , 0.892  ,         , 26.581  ,   0.0000
  170 , 9.817  , 34.502 , 0.694  ,         , 26.593  ,   0.0000
  175 , 9.789  , 34.51  , 0.679  ,         , 26.604  ,   0.0000
  180 , 9.874  , 34.532 , 0.567  ,         , 26.607  ,   0.0000
  190 , 9.871  , 34.541 , 0.502  ,         , 26.616  ,   0.0000
  200 , 9.601  , 34.5   , 0.785  ,         , 26.629  ,   0.0000
  225 , 9.332  , 34.503 , 0.876  ,         , 26.674  ,   0.0000
  250 , 9.459  , 34.567 , 0.378  ,         , 26.704  ,   0.0000
  275 , 9.115  , 34.54  , 0.527  ,         , 26.74   ,   0.0000
  300 , 8.896  , 34.532 , 0.549  ,         , 26.769  ,   0.0000
  325 , 8.633  , 34.52  , 0.673  ,         , 26.8    ,   0.0000
  350 , 8.349  , 34.499 , 0.846  ,         , 26.827  ,   0.0000
  375 , 8.126  , 34.481 , 1.008  ,         , 26.848  ,   0.0000
  400 , 7.762  , 34.447 , 1.328  ,         , 26.874  ,   0.0000
  425 , 7.48   , 34.423 , 1.683  ,         , 26.897  ,   0.0000
  450 , 7.259  , 34.41  , 1.947  ,         , 26.918  ,   0.0000
  475 , 7.037  , 34.394 , 2.289  ,         , 26.936  ,   0.0000
  500 , 6.689  , 34.35  , 2.999  ,         , 26.949  ,   0.0000
  502 , 6.666  , 34.349 , 3.001  ,         , 26.951  ,   0.0000
