RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 18.262 , 34.261 , 5.786  , 0.793   , 24.641  ,   0.0000
    2 , 18.282 , 34.261 , 5.762  , 0.721   , 24.637  ,   0.0000
    4 , 18.283 , 34.261 , 5.774  , 0.682   , 24.636  ,   0.0000
    5 , 18.279 , 34.261 , 5.782  , 0.808   , 24.637  ,   0.0000
    6 , 18.273 , 34.262 , 5.775  , 0.725   , 24.639  ,   0.0000
    8 , 18.232 , 34.263 , 5.765  , 0.73    , 24.651  ,   0.0000
   10 , 18.111 , 34.269 , 5.776  , 0.77    , 24.686  ,   0.0000
   12 , 17.861 , 34.273 , 5.8    , 0.804   , 24.749  ,   0.0000
   14 , 17.719 , 34.273 , 5.786  , 0.802   , 24.787  ,   0.0000
   15 , 17.65  , 34.272 , 5.807  , 0.831   , 24.81   ,   0.0000
   16 , 17.437 , 34.267 , 5.817  , 0.908   , 24.867  ,   0.0000
   18 , 16.292 , 34.282 , 5.799  , 1.073   , 25.119  ,   0.0000
   20 , 15.486 , 34.293 , 5.434  , 1.122   , 25.326  ,   0.0000
   22 , 14.331 , 34.304 , 4.818  , 0.659   , 25.569  ,   0.0000
   24 , 13.253 , 34.306 , 4.855  , 0.617   , 25.786  ,   0.0000
   25 , 12.839 , 34.32  , 4.749  , 0.579   , 25.885  ,   0.0000
   26 , 12.687 , 34.321 , 4.302  , 0.576   , 25.928  ,   0.0000
   28 , 12.377 , 34.313 , 3.726  , 0.439   , 25.979  ,   0.0000
   30 , 12.23  , 34.31  , 3.693  , 0.361   , 26.009  ,   0.0000
   35 , 11.998 , 34.305 , 3.454  , 0.286   , 26.053  ,   0.0000
   40 , 11.547 , 34.343 , 2.992  , 0.292   , 26.164  ,   0.0000
   45 , 11.276 , 34.358 , 2.491  , 0.292   , 26.228  ,   0.0000
   50 , 11.172 , 34.372 , 2.287  , 0.257   , 26.255  ,   0.0000
   60 , 11.068 , 34.418 , 1.848  , 0.26    , 26.309  ,   0.0000
   61 , 11.076 , 34.421 , 1.741  , 0.219   , 26.311  ,   0.0000
