RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.161 , 33.19  , 6.347  , 0.78    , 24.541  ,   0.0000
    2 , 15.171 , 33.19  , 6.31   ,         , 24.54   ,   0.0000
    4 , 15.172 , 33.191 , 6.313  ,         , 24.54   ,   0.0000
    5 , 15.171 , 33.192 , 6.322  , 0.74    , 24.541  ,   0.0000
    6 , 15.167 , 33.194 , 6.294  ,         , 24.544  ,   0.0000
    8 , 15.088 , 33.22  , 6.293  ,         , 24.581  ,   0.0000
   10 , 14.828 , 33.285 , 6.24   , 0.76    , 24.683  ,   0.0000
   12 , 14.781 , 33.31  , 6.054  ,         , 24.716  ,   0.0000
   14 , 14.743 , 33.319 , 6.01   ,         , 24.732  ,   0.0000
   15 , 14.729 , 33.323 , 6.017  ,         , 24.739  ,   0.0000
   16 , 14.688 , 33.334 , 6.002  ,         , 24.76   ,   0.0000
   18 , 14.433 , 33.381 , 6.014  ,         , 24.845  ,   0.0000
   20 , 14.268 , 33.418 , 5.837  , 1.03    , 24.923  ,   0.0000
   22 , 13.542 , 33.534 , 5.771  ,         , 25.154  ,   0.0000
   24 , 12.387 , 33.693 , 5.203  ,         , 25.492  ,   0.0000
   25 , 11.787 , 33.802 , 4.717  ,         , 25.7    ,   0.0000
   26 , 11.269 , 33.902 , 4.294  ,         , 25.876  ,   0.0000
   28 , 10.425 , 34.083 , 3.635  ,         , 26.158  ,   0.0000
   30 , 10.059 , 34.112 , 2.606  , 0.67    , 26.241  ,   0.0000
   31 , 9.987  , 34.144 , 2.387  ,         , 26.287  ,   0.0000
