RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.967 , 34.354 , 5.178  , 1.089   , 25.481  ,   0.0000
    2 , 14.967 , 34.355 , 5.186  , 0.942   , 25.482  ,   0.0000
    4 , 14.964 , 34.355 , 5.17   , 1.076   , 25.482  ,   0.0000
    5 , 14.963 , 34.355 , 5.189  , 1.072   , 25.483  ,   0.0000
    6 , 14.956 , 34.355 , 5.192  , 1.026   , 25.485  ,   0.0000
    8 , 14.655 , 34.351 , 5.216  , 1.003   , 25.551  ,   0.0000
   10 , 14.27  , 34.358 , 5.157  , 1.131   , 25.633  ,   0.0000
   12 , 14.048 , 34.356 , 4.986  , 1.412   , 25.681  ,   0.0000
   14 , 13.828 , 34.359 , 4.899  , 1.555   , 25.732  ,   0.0000
   15 , 13.628 , 34.358 , 4.843  , 1.46    , 25.774  ,   0.0000
   16 , 13.257 , 34.36  , 4.761  , 1.501   , 25.842  ,   0.0000
   18 , 12.671 , 34.367 , 4.332  , 1.297   , 25.956  ,   0.0000
   20 , 12.382 , 34.381 , 3.753  , 1.07    , 26.03   ,   0.0000
   22 , 12.268 , 34.381 , 2.963  , 0.834   , 26.058  ,   0.0000
   24 , 12.067 , 34.398 , 2.853  , 0.798   , 26.111  ,   0.0000
   25 , 11.903 , 34.41  , 2.744  , 0.756   , 26.159  ,   0.0000
   26 , 11.456 , 34.427 , 2.582  , 0.739   , 26.238  ,   0.0000
   28 , 11.154 , 34.453 , 2.047  , 0.591   , 26.319  ,   0.0000
   30 , 11.096 , 34.455 , 1.115  , 0.301   , 26.334  ,   0.0000
   35 , 10.897 , 34.479 , 0.973  , 0.25    , 26.389  ,   0.0000
   40 , 10.761 , 34.494 , 0.575  , 0.195   , 26.423  ,   0.0000
   45 , 10.679 , 34.508 , 0.44   , 0.193   , 26.45   ,   0.0000
   50 , 10.619 , 34.518 , 0.401  , 0.184   , 26.468  ,   0.0000
   60 , 10.645 , 34.554 , 0.216  , 0.174   , 26.492  ,   0.0000
   70 , 10.684 , 34.581 , 0.121  , 0.185   , 26.506  ,   0.0000
   75 , 10.673 , 34.584 , 0.104  , 0.185   , 26.51   ,   0.0000
   80 , 10.67  , 34.585 , 0.09   , 0.183   , 26.512  ,   0.0000
   90 , 10.617 , 34.592 , 0.073  , 0.191   , 26.526  ,   0.0000
  100 , 10.607 , 34.593 , 0.061  , 0.19    , 26.528  ,   0.0000
  102 , 10.606 , 34.592 , 0.056  , 0.187   , 26.529  ,   0.0000
