RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.377 , 34.326 , 5.545  , 0.769   , 25.369  ,   0.0000
    2 , 15.38  , 34.327 , 5.552  , 0.656   , 25.369  ,   0.0000
    4 , 15.382 , 34.327 , 5.542  , 0.74    , 25.368  ,   0.0000
    5 , 15.381 , 34.327 , 5.527  , 0.706   , 25.369  ,   0.0000
    6 , 15.384 , 34.327 , 5.539  , 0.686   , 25.369  ,   0.0000
    8 , 15.326 , 34.328 , 5.553  , 0.689   , 25.387  ,   0.0000
   10 , 14.94  , 34.339 , 5.565  , 0.722   , 25.475  ,   0.0000
   12 , 14.659 , 34.35  , 5.414  , 0.825   , 25.543  ,   0.0000
   14 , 14.499 , 34.351 , 5.24   , 1.003   , 25.579  ,   0.0000
   15 , 14.46  , 34.35  , 5.138  , 0.886   , 25.593  ,   0.0000
   16 , 14.367 , 34.346 , 5.077  , 0.835   , 25.62   ,   0.0000
   18 , 13.716 , 34.348 , 4.999  , 0.732   , 25.74   ,   0.0000
   20 , 13.168 , 34.349 , 4.34   , 0.694   , 25.856  ,   0.0000
   22 , 11.974 , 34.371 , 3.923  , 0.571   , 26.077  ,   0.0000
   24 , 11.562 , 34.348 , 2.477  , 0.341   , 26.166  ,   0.0000
   25 , 11.391 , 34.341 , 2.352  , 0.322   , 26.188  ,   0.0000
   26 , 11.279 , 34.349 , 2.279  , 0.389   , 26.215  ,   0.0000
   28 , 11.216 , 34.365 , 2.126  , 0.465   , 26.242  ,   0.0000
   30 , 11.171 , 34.367 , 1.858  , 0.5     , 26.252  ,   0.0000
   35 , 11.082 , 34.376 , 1.742  , 0.238   , 26.275  ,   0.0000
   40 , 10.79  , 34.371 , 1.718  , 0.216   , 26.321  ,   0.0000
   45 , 10.759 , 34.408 , 1.805  , 0.185   , 26.358  ,   0.0000
   50 , 10.755 , 34.429 , 1.457  , 0.184   , 26.374  ,   0.0000
   60 , 10.915 , 34.504 , 0.683  , 0.196   , 26.405  ,   0.0000
   70 , 10.895 , 34.514 , 0.424  , 0.192   , 26.416  ,   0.0000
   75 , 10.893 , 34.522 , 0.355  , 0.184   , 26.422  ,   0.0000
   80 , 10.899 , 34.53  , 0.199  , 0.196   , 26.428  ,   0.0000
