RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.928 , 34.284 , 5.735  , 2.956   , 25.436  ,   0.0000
    2 , 14.925 , 34.29  , 5.773  , 2.951   , 25.441  ,   0.0000
    4 , 14.928 , 34.292 , 5.787  , 2.822   , 25.442  ,   0.0000
    5 , 14.93  , 34.292 , 5.783  , 2.812   , 25.442  ,   0.0000
    6 , 14.919 , 34.294 , 5.799  , 3.057   , 25.446  ,   0.0000
    8 , 14.581 , 34.304 , 5.841  , 2.96    , 25.535  ,   0.0000
   10 , 13.46  , 34.328 , 5.873  , 3.869   , 25.773  ,   0.0000
   12 , 12.884 , 34.295 , 5.007  , 3.394   , 25.867  ,   0.0000
   14 , 12.486 , 34.292 , 4.502  , 2.081   , 25.945  ,   0.0000
   15 , 12.424 , 34.296 , 4.15   , 1.869   , 25.961  ,   0.0000
   16 , 12.378 , 34.308 , 4.069  , 1.76    , 25.981  ,   0.0000
   18 , 12.14  , 34.317 , 3.925  , 1.344   , 26.033  ,   0.0000
   20 , 11.816 , 34.287 , 3.686  , 1.124   , 26.07   ,   0.0000
   22 , 11.558 , 34.257 , 3.713  , 0.872   , 26.098  ,   0.0000
   24 , 11.233 , 34.237 , 3.683  , 0.638   , 26.14   ,   0.0000
   25 , 11.1   , 34.23  , 3.65   , 0.566   , 26.157  ,   0.0000
   26 , 10.978 , 34.236 , 3.612  , 0.555   , 26.183  ,   0.0000
   28 , 10.927 , 34.241 , 3.534  , 0.582   , 26.197  ,   0.0000
   30 , 10.919 , 34.24  , 3.451  , 0.612   , 26.198  ,   0.0000
   35 , 10.638 , 34.211 , 3.517  , 0.416   , 26.232  ,   0.0000
   40 , 10.344 , 34.223 , 3.619  , 0.36    , 26.285  ,   0.0000
   45 , 10.553 , 34.309 , 3.406  , 0.308   , 26.317  ,   0.0000
   50 , 10.741 , 34.384 , 3.037  , 0.308   , 26.343  ,   0.0000
   60 , 10.474 , 34.363 , 2.395  , 0.308   , 26.372  ,   0.0000
   70 , 10.281 , 34.346 , 2.228  , 0.31    , 26.396  ,   0.0000
   75 , 10.238 , 34.371 , 2.174  , 0.316   , 26.421  ,   0.0000
   80 , 10.337 , 34.407 , 1.911  , 0.324   , 26.431  ,   0.0000
   90 , 10.348 , 34.443 , 1.429  , 0.341   , 26.458  ,   0.0000
  100 , 10.273 , 34.456 , 0.971  , 0.332   , 26.479  ,   0.0000
  120 , 10.252 , 34.517 , 0.513  , 0.308   , 26.531  ,   0.0000
  125 , 10.277 , 34.532 , 0.444  , 0.32    , 26.539  ,   0.0000
  140 , 10.324 , 34.58  , 0.223  , 0.29    , 26.57   ,   0.0000
  150 , 10.275 , 34.585 , 0.158  , 0.286   , 26.581  ,   0.0000
  160 , 10.157 , 34.575 , 0.283  , 0.277   , 26.593  ,   0.0000
  170 , 10.085 , 34.58  , 0.248  , 0.265   , 26.61   ,   0.0000
  175 , 10.034 , 34.582 , 0.259  , 0.274   , 26.62   ,   0.0000
  180 , 10.009 , 34.583 , 0.264  , 0.272   , 26.625  ,   0.0000
  190 , 9.954  , 34.584 , 0.203  , 0.259   , 26.635  ,   0.0000
  200 , 9.928  , 34.582 , 0.173  , 0.268   , 26.638  ,   0.0000
  211 , 9.914  , 34.58  , 0.155  , 0.273   , 26.639  ,   0.0000
