RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 17.01  , 34.243 , 5.737  , 0.825   , 24.931  ,   0.0000
    2 , 17.013 , 34.243 , 5.742  , 0.779   , 24.93   ,   0.0000
    4 , 17.017 , 34.243 , 5.738  , 0.796   , 24.929  ,   0.0000
    5 , 17.023 , 34.243 , 5.724  , 0.814   , 24.928  ,   0.0000
    6 , 17.02  , 34.243 , 5.735  , 0.825   , 24.928  ,   0.0000
    8 , 17.021 , 34.243 , 5.74   , 0.854   , 24.928  ,   0.0000
   10 , 17.004 , 34.24  , 5.742  , 0.908   , 24.93   ,   0.0000
   12 , 16.898 , 34.236 , 5.749  , 1.036   , 24.952  ,   0.0000
   14 , 16.566 , 34.229 , 5.776  , 1.277   , 25.025  ,   0.0000
   15 , 16.351 , 34.215 , 5.838  , 1.392   , 25.064  ,   0.0000
   16 , 15.611 , 34.166 , 5.861  , 1.99    , 25.194  ,   0.0000
   18 , 13.699 , 34.249 , 5.425  , 3.335   , 25.67   ,   0.0000
   20 , 13.535 , 34.255 , 5.003  , 2.47    , 25.708  ,   0.0000
   22 , 13.424 , 34.264 , 4.772  , 2.253   , 25.737  ,   0.0000
   24 , 13.402 , 34.26  , 4.784  , 2.434   , 25.739  ,   0.0000
   25 , 13.372 , 34.259 , 4.797  , 2.574   , 25.744  ,   0.0000
   26 , 13.286 , 34.257 , 4.769  , 2.227   , 25.76   ,   0.0000
   28 , 13.004 , 34.25  , 4.583  , 1.556   , 25.811  ,   0.0000
   30 , 12.375 , 34.282 , 3.571  , 0.305   , 25.959  ,   0.0000
   35 , 12.219 , 34.27  , 3.667  , 0.248   , 25.98   ,   0.0000
   40 , 11.912 , 34.264 , 3.486  , 0.163   , 26.034  ,   0.0000
   45 , 11.766 , 34.254 , 3.42   , 0.147   , 26.053  ,   0.0000
   50 , 11.527 , 34.251 , 3.149  , 0.112   , 26.096  ,   0.0000
   60 , 11.116 , 34.326 , 2.221  , 0.108   , 26.23   ,   0.0000
   70 , 10.88  , 34.367 , 1.871  , 0.082   , 26.304  ,   0.0000
   75 , 10.817 , 34.392 , 1.627  , 0.082   , 26.334  ,   0.0000
   80 , 10.811 , 34.41  , 1.56   , 0.111   , 26.35   ,   0.0000
   90 , 10.759 , 34.475 , 1.014  , 0.084   , 26.41   ,   0.0000
  100 , 10.798 , 34.522 , 0.48   , 0.073   , 26.439  ,   0.0000
  116 , 10.821 , 34.541 , 0.197  , 0.109   , 26.45   ,   0.0000
