RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.619 , 33.839 , 7.424  , 3.107   , 25.16   ,   0.0000
    2 , 14.599 , 33.843 , 7.41   , 2.687   , 25.166  ,   0.0000
    4 , 14.594 , 33.845 , 7.425  , 3.503   , 25.17   ,   0.0000
    5 , 14.587 , 33.846 , 7.418  , 3.453   , 25.177  ,   0.0000
    6 , 14.343 , 33.858 , 7.463  , 4.172   , 25.243  ,   0.0000
    8 , 13.288 , 33.911 , 6.975  , 2.302   , 25.491  ,   0.0000
   10 , 13.045 , 33.893 , 6.947  , 2.697   , 25.53   ,   0.0000
   12 , 12.632 , 33.889 , 6.609  , 3.658   , 25.605  ,   0.0000
   14 , 12.559 , 33.907 , 6.642  , 4.424   , 25.632  ,   0.0000
   15 , 12.513 , 33.929 , 6.627  , 7.021   , 25.663  ,   0.0000
   16 , 12.263 , 33.912 , 6.63   , 6.854   , 25.703  ,   0.0000
   18 , 11.285 , 33.83  , 6.383  , 5.429   , 25.799  ,   0.0000
   20 , 11.128 , 33.803 , 5.609  , 4.023   , 25.82   ,   0.0000
   22 , 10.545 , 33.755 , 5.56   , 3.576   , 25.885  ,   0.0000
   24 , 9.919  , 33.772 , 5.193  , 2.189   , 26.004  ,   0.0000
   25 , 9.831  , 33.791 , 5.001  , 1.541   , 26.037  ,   0.0000
   26 , 9.76   , 33.805 , 5.009  , 1.355   , 26.059  ,   0.0000
   28 , 9.664  , 33.823 , 4.971  , 0.217   , 26.089  ,   0.0000
   30 , 9.634  , 33.836 , 4.956  , 0.706   , 26.104  ,   0.0000
   35 , 9.583  , 33.867 , 4.774  , 0.235   , 26.137  ,   0.0000
   40 , 9.712  , 33.934 , 4.748  , 0.617   , 26.168  ,   0.0000
   45 , 9.756  , 33.955 , 4.489  , 0.077   , 26.177  ,   0.0000
   50 , 9.767  , 33.992 , 4.433  , 0.072   , 26.204  ,   0.0000
   60 , 9.696  , 34.078 , 3.588  , 0.085   , 26.283  ,   0.0000
   70 , 9.667  , 34.165 , 2.897  , 0.073   , 26.356  ,   0.0000
   75 , 9.648  , 34.194 , 2.849  , 0.078   , 26.381  ,   0.0000
   80 , 9.719  , 34.263 , 2.488  , 0.089   , 26.424  ,   0.0000
   90 , 9.637  , 34.324 , 1.654  , 0.075   , 26.485  ,   0.0000
  100 , 9.479  , 34.346 , 1.439  , 0.071   , 26.528  ,   0.0000
  120 , 9.47   , 34.422 , 0.81   , 0.071   , 26.589  ,   0.0000
  125 , 9.438  , 34.429 , 0.725  , 0.061   , 26.599  ,   0.0000
  140 , 9.474  , 34.455 , 0.415  , 0.065   , 26.615  ,   0.0000
  150 , 9.429  , 34.45  , 0.419  , 0.068   , 26.618  ,   0.0000
  152 , 9.424  , 34.451 , 0.418  , 0.064   , 26.619  ,   0.0000
