RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.325 , 31.782 , 4.768  , 4.565   , 23.413  ,   0.0000
    2 , 15.42  , 31.764 , 4.726  , 4.2     , 23.393  ,   0.0000
    4 , 13.543 , 33.353 , 4.922  , 4.632   , 25.003  ,   0.0000
    5 , 12.388 , 33.883 , 5.588  , 5.242   , 25.697  ,   0.0000
    6 , 10.718 , 34.132 , 1.941  , 4.07    , 26.134  ,   0.0000
    8 , 9.977  , 34.359 , 1.126  , 4.241   , 26.456  ,   0.0000
   10 , 9.763  , 34.367 , 1.068  , 2.689   , 26.497  ,   0.0000
   12 , 9.745  , 34.374 , 0.8    , 2.241   , 26.507  ,   0.0000
   14 , 9.494  , 34.365 , 0.645  , 2.212   , 26.54   ,   0.0000
   15 , 9.469  , 34.374 , 0.913  , 1.836   , 26.552  ,   0.0000
   16 , 9.476  , 34.389 , 0.979  , 1.624   , 26.563  ,   0.0000
   18 , 9.44   , 34.399 , 0.213  , 1.577   , 26.576  ,   0.0000
   20 , 9.414  , 34.4   , 0.176  , 1.526   , 26.581  ,   0.0000
   22 , 9.399  , 34.398 , 0.17   , 1.38    , 26.582  ,   0.0000
   24 , 9.38   , 34.399 , 0.163  , 1.413   , 26.586  ,   0.0000
   25 , 9.37   , 34.399 , 0.171  , 1.568   , 26.588  ,   0.0000
