RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.544 , 34.17  , 5.476  , 1.065   , 25.211  ,   0.0000
    2 , 15.405 , 34.174 , 5.487  , 1.104   , 25.252  ,   0.0000
    4 , 14.778 , 34.186 , 5.529  , 1.051   , 25.398  ,   0.0000
    5 , 13.607 , 34.207 , 5.436  , 0.805   , 25.651  ,   0.0000
    6 , 13.444 , 34.209 , 5.433  , 0.811   , 25.703  ,   0.0000
    8 , 12.575 , 34.204 , 5.303  , 0.802   , 25.858  ,   0.0000
   10 , 11.607 , 34.199 , 4.186  , 0.787   , 26.038  ,   0.0000
   12 , 11.174 , 34.219 , 3.492  , 1.237   , 26.136  ,   0.0000
   14 , 11.021 , 34.331 , 3.307  , 1.37    , 26.253  ,   0.0000
   15 , 10.942 , 34.371 , 3.086  , 1.255   , 26.297  ,   0.0000
   16 , 10.842 , 34.39  , 2.801  , 1.116   , 26.329  ,   0.0000
   18 , 10.691 , 34.43  , 2.326  , 0.86    , 26.387  ,   0.0000
   20 , 10.625 , 34.464 , 1.54   , 0.754   , 26.425  ,   0.0000
   22 , 10.624 , 34.468 , 1.506  , 0.678   , 26.428  ,   0.0000
   24 , 10.614 , 34.475 , 1.422  , 0.635   , 26.436  ,   0.0000
   25 , 10.599 , 34.482 , 1.358  , 0.63    , 26.443  ,   0.0000
   26 , 10.593 , 34.486 , 1.213  , 0.602   , 26.448  ,   0.0000
   28 , 10.566 , 34.495 , 1.14   , 0.577   , 26.459  ,   0.0000
   30 , 10.542 , 34.501 , 1.02   , 0.566   , 26.468  ,   0.0000
   35 , 10.502 , 34.508 , 0.9    , 0.534   , 26.481  ,   0.0000
   40 , 10.446 , 34.514 , 0.792  , 0.522   , 26.496  ,   0.0000
   45 , 10.423 , 34.526 , 0.664  , 0.496   , 26.509  ,   0.0000
   50 , 10.383 , 34.535 , 0.508  , 0.487   , 26.523  ,   0.0000
   51 , 10.379 , 34.536 , 0.48   , 0.487   , 26.524  ,   0.0000
