RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    2 , 14.124 , 34.161 , 4.462  , 0.469   , 25.503  ,   0.0000
    4 , 13.773 , 34.189 , 4.446  , 0.502   , 25.614  ,   0.0000
    5 , 13.432 , 34.184 , 4.463  , 0.521   , 25.673  ,   0.0000
    6 , 12.95  , 34.258 , 4.157  , 0.525   , 25.828  ,   0.0000
    8 , 12.697 , 34.286 , 4.122  , 0.515   , 25.898  ,   0.0000
   10 , 12.382 , 34.295 , 3.968  , 0.528   , 25.969  ,   0.0000
   12 , 12.011 , 34.3   , 3.894  , 0.575   , 26.041  ,   0.0000
   14 , 11.792 , 34.296 , 3.789  , 0.738   , 26.081  ,   0.0000
   15 , 11.765 , 34.292 , 3.808  , 1.022   , 26.084  ,   0.0000
   16 , 11.744 , 34.293 , 3.794  , 1.284   , 26.089  ,   0.0000
   18 , 11.646 , 34.299 , 3.71   , 1.575   , 26.112  ,   0.0000
   20 , 11.339 , 34.312 , 3.546  , 1.825   , 26.179  ,   0.0000
   22 , 10.887 , 34.33  , 3.044  , 1.376   , 26.273  ,   0.0000
   24 , 10.559 , 34.361 , 2.579  , 1.174   , 26.355  ,   0.0000
   25 , 10.507 , 34.367 , 2.236  , 1.173   , 26.371  ,   0.0000
   26 , 10.43  , 34.373 , 2.155  , 1.057   , 26.389  ,   0.0000
   28 , 10.262 , 34.385 , 2.004  , 0.986   , 26.426  ,   0.0000
   30 , 10.252 , 34.391 , 1.786  , 1       , 26.433  ,   0.0000
   35 , 10.164 , 34.401 , 1.572  , 0.861   , 26.455  ,   0.0000
   40 , 10.143 , 34.435 , 1.382  , 0.742   , 26.487  ,   0.0000
   41 , 10.139 , 34.441 , 1.252  , 0.645   , 26.491  ,   0.0000
