RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.44  , 33.756 , 6.03   , 1.242   , 24.916  ,   0.0000
    2 , 15.445 , 33.757 , 6.03   , 0.445   , 24.916  ,   0.0000
    4 , 15.445 , 33.757 , 6.021  , 0.626   , 24.916  ,   0.0000
    5 , 15.448 , 33.756 , 6.024  , 0.306   , 24.915  ,   0.0000
    6 , 15.447 , 33.756 , 6.022  , 0.711   , 24.915  ,   0.0000
    8 , 15.431 , 33.757 , 6.015  , 0.38    , 24.921  ,   0.0000
   10 , 15.232 , 33.765 , 6.029  , 0.712   , 24.965  ,   0.0000
   12 , 15.172 , 33.766 , 6.003  , 0.486   , 24.985  ,   0.0000
   14 , 15.025 , 33.769 , 5.978  , 0.375   , 25.017  ,   0.0000
   15 , 14.984 , 33.77  , 5.992  , 0.411   , 25.027  ,   0.0000
   16 , 14.933 , 33.771 , 5.985  , 0.511   , 25.039  ,   0.0000
   18 , 14.694 , 33.78  , 5.975  , 0.559   , 25.097  ,   0.0000
   20 , 14.368 , 33.785 , 6.032  , 0.844   , 25.172  ,   0.0000
   22 , 14.024 , 33.778 , 6.162  , 1.319   , 25.237  ,   0.0000
   24 , 13.836 , 33.778 , 6.505  , 3.033   , 25.277  ,   0.0000
   25 , 13.717 , 33.778 , 6.547  , 3.694   , 25.304  ,   0.0000
   26 , 13.489 , 33.79  , 6.633  , 6.276   , 25.359  ,   0.0000
   28 , 13.011 , 33.803 , 6.498  , 3.007   , 25.467  ,   0.0000
   30 , 12.625 , 33.821 , 5.539  , 2.61    , 25.553  ,   0.0000
   35 , 11.482 , 33.849 , 5.085  , 0.53    , 25.792  ,   0.0000
   40 , 11.086 , 33.868 , 4.986  , 0.168   , 25.88   ,   0.0000
   45 , 10.773 , 33.892 , 5.175  , 0.009   , 25.953  ,   0.0000
   50 , 10.557 , 33.917 , 5.208  ,         , 26.011  ,   0.0000
   60 , 10.504 , 33.981 , 4.892  ,         , 26.07   ,   0.0000
   70 , 10.344 , 34.057 , 4.398  ,         , 26.157  ,   0.0000
   75 , 10.361 , 34.09  , 4.141  ,         , 26.179  ,   0.0000
   80 , 10.266 , 34.12  , 3.653  ,         , 26.218  ,   0.0000
   90 , 9.844  , 34.163 , 3.268  ,         , 26.324  ,   0.0000
  100 , 9.793  , 34.2   , 2.824  ,         , 26.362  ,   0.0000
  120 , 9.73   , 34.324 , 1.954  ,         , 26.47   ,   0.0000
  125 , 9.723  , 34.388 , 1.509  ,         , 26.521  ,   0.0000
  140 , 9.721  , 34.484 , 0.55   ,         , 26.596  ,   0.0000
  141 , 9.706  , 34.483 , 0.52   ,         , 26.596  ,   0.0000
