RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 13.946 , 32.056 , 6.227  , 0.736   , 23.924  ,   0.0000
    2 , 13.946 , 32.057 , 6.223  , 0.753   , 23.925  ,   0.0000
    4 , 13.943 , 32.084 , 6.213  , 0.758   , 23.947  ,   0.0000
    5 , 13.939 , 32.102 , 6.239  , 0.824   , 23.962  ,   0.0000
    6 , 13.768 , 32.367 , 6.225  , 0.787   , 24.201  ,   0.0000
    8 , 13.482 , 32.974 , 6.296  , 1.444   , 24.726  ,   0.0000
   10 , 13.582 , 33.183 , 6.391  , 1.619   , 24.869  ,   0.0000
   12 , 14.039 , 33.457 , 6.481  , 2.164   , 24.997  ,   0.0000
   14 , 12.823 , 33.792 , 6.431  , 1.199   , 25.491  ,   0.0000
   15 , 12.559 , 33.847 , 6.329  , 1.336   , 25.578  ,   0.0000
   16 , 12.519 , 33.862 , 6.202  , 1.116   , 25.604  ,   0.0000
   18 , 12.141 , 33.915 , 5.293  , 1.001   , 25.715  ,   0.0000
   20 , 11.929 , 33.944 , 4.795  , 1.043   , 25.782  ,   0.0000
   22 , 11.711 , 33.98  , 4.694  , 0.853   , 25.851  ,   0.0000
   24 , 11.023 , 34.05  , 4.591  , 0.973   , 26.02   ,   0.0000
   25 , 10.969 , 34.068 , 4.501  , 0.775   , 26.058  ,   0.0000
   26 , 10.749 , 34.059 , 4.023  , 0.84    , 26.082  ,   0.0000
   28 , 10.301 , 34.003 , 4.021  , 0.851   , 26.122  ,   0.0000
   30 , 9.506  , 33.949 , 4.306  , 0.769   , 26.204  ,   0.0000
   35 , 9.203  , 33.98  , 4.19   , 0.626   , 26.287  ,   0.0000
   40 , 9.339  , 34.106 , 3.679  , 0.562   , 26.362  ,   0.0000
   45 , 9.545  , 34.167 , 2.837  , 0.573   , 26.378  ,   0.0000
   50 , 9.597  , 34.208 , 2.769  , 0.655   , 26.401  ,   0.0000
   60 , 9.583  , 34.282 , 1.929  , 0.529   , 26.462  ,   0.0000
   61 , 9.584  , 34.285 , 1.909  , 0.542   , 26.463  ,   0.0000
