RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.441 , 33.736 , 5.607  , 3.841   , 25.115  ,   0.0000
    2 , 14.422 , 33.753 , 5.625  , 3.756   , 25.147  ,   0.0000
    4 , 13.584 , 33.85  , 5.734  , 3.923   , 25.352  ,   0.0000
    5 , 13.337 , 33.897 , 5.733  , 3.873   , 25.461  ,   0.0000
    6 , 12.838 , 33.973 , 5.993  , 4.267   , 25.642  ,   0.0000
    8 , 11.328 , 34.133 , 5.274  , 4.305   , 26.038  ,   0.0000
   10 , 11.058 , 34.138 , 3.925  , 4.081   , 26.096  ,   0.0000
   12 , 10.601 , 34.171 , 3.469  , 4.709   , 26.199  ,   0.0000
   14 , 10.441 , 34.214 , 3.122  , 4.127   , 26.262  ,   0.0000
   15 , 10.376 , 34.221 , 2.836  , 4.352   , 26.279  ,   0.0000
   16 , 10.329 , 34.227 , 2.544  , 5.177   , 26.291  ,   0.0000
   18 , 10.265 , 34.227 , 2.234  , 4.601   , 26.305  ,   0.0000
   20 , 9.93   , 34.248 , 2.146  , 5.26    , 26.375  ,   0.0000
   22 , 9.874  , 34.262 , 1.534  , 5.229   , 26.397  ,   0.0000
   24 , 9.862  , 34.264 , 1.446  , 5.03    , 26.4    ,   0.0000
   25 , 9.85   , 34.267 , 1.439  , 4.965   , 26.404  ,   0.0000
   26 , 9.84   , 34.27  , 1.419  , 4.788   , 26.408  ,   0.0000
