RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    2 , 13.624 , 32.432 , 6.338  , 2.801   , 24.282  ,   0.0000
    4 , 13.64  , 32.458 , 6.415  , 2.828   , 24.307  ,   0.0000
    5 , 13.646 , 32.701 , 6.383  , 2.67    , 24.512  ,   0.0000
    6 , 13.297 , 32.985 , 6.371  , 3.445   , 24.75   ,   0.0000
    8 , 13.336 , 33.715 , 6.534  , 4.496   , 25.331  ,   0.0000
   10 , 13.215 , 33.794 , 6.52   , 4.793   , 25.415  ,   0.0000
   12 , 13.129 , 33.803 , 6.326  , 3.186   , 25.44   ,   0.0000
   14 , 12.689 , 33.859 , 6.304  , 2.88    , 25.565  ,   0.0000
   15 , 12.667 , 33.897 , 6.155  , 2.759   , 25.608  ,   0.0000
   16 , 12.568 , 33.902 , 6.047  , 2.188   , 25.626  ,   0.0000
   18 , 12.407 , 33.895 , 6.254  , 2.542   , 25.653  ,   0.0000
   20 , 12.102 , 33.894 , 6.221  , 2.75    , 25.715  ,   0.0000
   22 , 11.823 , 33.932 , 6.125  , 2.435   , 25.8    ,   0.0000
   24 , 11.517 , 33.969 , 5.841  , 2.064   , 25.877  ,   0.0000
   25 , 11.512 , 34.016 , 5.521  , 1.604   , 25.937  ,   0.0000
   26 , 10.99  , 33.994 , 5.396  , 0.953   , 26.018  ,   0.0000
   28 , 9.622  , 33.984 , 5.016  , 2.154   , 26.208  ,   0.0000
   30 , 9.394  , 34.027 , 4.426  , 1.266   , 26.292  ,   0.0000
   35 , 9.394  , 34.071 , 3.687  , 0.296   , 26.327  ,   0.0000
   40 , 9.557  , 34.152 , 3.372  , 0.39    , 26.364  ,   0.0000
   45 , 9.641  , 34.256 , 2.518  , 0.205   , 26.431  ,   0.0000
   50 , 9.635  , 34.265 , 2.151  , 0.229   , 26.439  ,   0.0000
   60 , 9.509  , 34.301 , 2.066  , 0.141   , 26.488  ,   0.0000
   70 , 9.503  , 34.337 , 1.417  , 0.222   , 26.517  ,   0.0000
   75 , 9.498  , 34.34  , 1.369  , 0.261   , 26.52   ,   0.0000
   80 , 9.49   , 34.341 , 1.329  , 0.219   , 26.523  ,   0.0000
