RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.182 , 33.648 , 6.312  , 0.221   , 24.667  ,   0.0000
    2 , 16.182 , 33.648 , 6.292  , 0.29    , 24.667  ,   0.0000
    4 , 16.186 , 33.649 , 6.297  , 0.298   , 24.666  ,   0.0000
    5 , 16.187 , 33.65  , 6.292  , 0.292   , 24.666  ,   0.0000
    6 , 16.19  , 33.65  , 6.297  , 0.291   , 24.666  ,   0.0000
    8 , 16.153 , 33.668 , 6.299  , 0.284   , 24.695  ,   0.0000
   10 , 15.747 , 33.721 , 6.143  , 0.442   , 24.818  ,   0.0000
   12 , 15.755 , 33.707 , 6.175  , 0.282   , 24.818  ,   0.0000
   14 , 15.368 , 33.706 , 6.194  , 0.363   , 24.885  ,   0.0000
   15 , 15.289 , 33.709 , 6.328  , 0.597   , 24.919  ,   0.0000
   16 , 15.039 , 33.705 , 6.446  , 0.573   , 24.959  ,   0.0000
   18 , 14.902 , 33.7   , 6.498  , 0.605   , 24.999  ,   0.0000
   20 , 14.248 , 33.719 , 6.733  , 0.872   , 25.14   ,   0.0000
   22 , 13.881 , 33.736 , 6.706  , 1.83    , 25.232  ,   0.0000
   24 , 13.423 , 33.776 , 6.48   , 1.964   , 25.358  ,   0.0000
   25 , 13.363 , 33.797 , 6.245  , 1.346   , 25.436  ,   0.0000
   26 , 12.599 , 33.849 , 6.366  , 2.931   , 25.593  ,   0.0000
   28 , 11.72  , 33.927 , 5.575  , 2.308   , 25.802  ,   0.0000
   30 , 11.46  , 33.95  , 5.107  , 1.883   , 25.873  ,   0.0000
   35 , 11.193 , 33.977 , 4.914  , 2.212   , 25.944  ,   0.0000
   40 , 11.046 , 33.978 , 4.837  , 0.636   , 25.971  ,   0.0000
   45 , 10.878 , 33.974 , 4.791  , 0.618   , 25.999  ,   0.0000
   50 , 10.727 , 33.966 , 4.79   , 0.231   , 26.018  ,   0.0000
   60 , 10.634 , 33.98  , 4.683  , 0.184   , 26.047  ,   0.0000
   70 , 10.151 , 34.04  , 4.268  , 0.123   , 26.176  ,   0.0000
   75 , 9.996  , 34.114 , 3.669  , 0.115   , 26.264  ,   0.0000
   80 , 9.866  , 34.182 , 2.813  , 0.118   , 26.336  ,   0.0000
   90 , 9.738  , 34.245 , 2.518  , 0.111   , 26.406  ,   0.0000
  100 , 9.745  , 34.332 , 2.079  , 0.119   , 26.474  ,   0.0000
  120 , 9.379  , 34.382 , 0.872  , 0.12    , 26.573  ,   0.0000
  121 , 9.377  , 34.382 , 0.858  , 0.118   , 26.573  ,   0.0000
