RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.923 , 34.094 , 5.73   , 1.055   , 25.289  ,   0.0000
    2 , 14.935 , 34.094 , 5.723  , 1.062   , 25.288  ,   0.0000
    4 , 14.791 , 34.109 , 5.732  , 1.114   , 25.333  ,   0.0000
    5 , 14.491 , 34.122 , 5.52   , 1.104   , 25.404  ,   0.0000
    6 , 14.219 , 34.105 , 5.478  , 1.126   , 25.45   ,   0.0000
    8 , 13.407 , 34.073 , 5.339  , 1.268   , 25.59   ,   0.0000
   10 , 12.925 , 34.034 , 5.282  , 1.1     , 25.659  ,   0.0000
   12 , 12.631 , 34.041 , 5.157  , 1.118   , 25.722  ,   0.0000
   14 , 12.276 , 34.074 , 4.648  , 1.124   , 25.816  ,   0.0000
   15 , 12.167 , 34.084 , 4.418  , 1.107   , 25.844  ,   0.0000
   16 , 12.124 , 34.091 , 3.918  , 1.067   , 25.86   ,   0.0000
   18 , 11.687 , 34.074 , 3.709  , 1.042   , 25.926  ,   0.0000
   20 , 11.446 , 34.077 , 3.811  , 1.115   , 25.975  ,   0.0000
   22 , 11.457 , 34.131 , 3.701  , 1.216   , 26.016  ,   0.0000
   24 , 11.432 , 34.164 , 3.466  , 1.496   , 26.047  ,   0.0000
   25 , 11.392 , 34.168 , 3.427  , 1.497   , 26.057  ,   0.0000
   26 , 11.263 , 34.179 , 3.365  , 1.551   , 26.093  ,   0.0000
   28 , 10.748 , 34.218 , 2.91   , 1.375   , 26.209  ,   0.0000
   30 , 10.488 , 34.197 , 2.722  , 0.812   , 26.241  ,   0.0000
   35 , 10.232 , 34.228 , 2.628  , 0.635   , 26.308  ,   0.0000
   40 , 10.22  , 34.269 , 2.146  , 0.294   , 26.344  ,   0.0000
   45 , 10.27  , 34.347 , 1.881  , 0.255   , 26.396  ,   0.0000
   50 , 10.362 , 34.395 , 1.858  , 0.245   , 26.417  ,   0.0000
   60 , 10.413 , 34.455 , 1.215  , 0.243   , 26.455  ,   0.0000
   70 , 10.344 , 34.485 , 0.86   , 0.241   , 26.491  ,   0.0000
   75 , 10.236 , 34.477 , 0.871  , 0.243   , 26.501  ,   0.0000
   80 , 10.14  , 34.489 , 0.602  , 0.244   , 26.529  ,   0.0000
   90 , 10.066 , 34.507 , 0.417  , 0.24    , 26.556  ,   0.0000
  100 , 10.046 , 34.523 , 0.338  , 0.24    , 26.572  ,   0.0000
  101 , 10.047 , 34.524 , 0.324  , 0.241   , 26.572  ,   0.0000
