RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.597 , 34.193 , 5.851  , 0.637   , 24.989  ,   0.0000
    2 , 16.603 , 34.194 , 5.877  , 0.533   , 24.989  ,   0.0000
    4 , 16.611 , 34.195 , 5.859  , 0.59    , 24.987  ,   0.0000
    5 , 16.604 , 34.194 , 5.861  , 0.656   , 24.989  ,   0.0000
    6 , 16.559 , 34.194 , 5.852  , 0.739   , 25      ,   0.0000
    8 , 16.502 , 34.192 , 5.873  , 0.801   , 25.013  ,   0.0000
   10 , 16.308 , 34.193 , 5.867  , 0.9     , 25.056  ,   0.0000
   12 , 15.952 , 34.189 , 5.946  , 1.35    , 25.136  ,   0.0000
   14 , 15.778 , 34.175 , 6.064  , 2.367   , 25.181  ,   0.0000
   15 , 15.494 , 34.161 , 6.205  , 3.476   , 25.241  ,   0.0000
   16 , 14.898 , 34.166 , 6.431  , 5.689   , 25.383  ,   0.0000
   18 , 12.601 , 34.205 , 6.069  , 4.52    , 25.766  ,   0.0000
   20 , 12.163 , 34.189 , 4.215  , 3.331   , 25.927  ,   0.0000
   22 , 11.888 , 34.18  , 4.254  , 2.822   , 25.971  ,   0.0000
   24 , 11.807 , 34.201 , 3.996  , 2.484   , 26.005  ,   0.0000
   25 , 11.781 , 34.212 , 3.833  , 1.88    , 26.018  ,   0.0000
   26 , 11.764 , 34.217 , 3.724  , 1.865   , 26.026  ,   0.0000
   28 , 11.727 , 34.236 , 3.577  , 1.924   , 26.048  ,   0.0000
   30 , 11.655 , 34.262 , 3.505  , 1.864   , 26.08   ,   0.0000
   35 , 11.478 , 34.298 , 3.043  , 0.989   , 26.143  ,   0.0000
   40 , 11.265 , 34.341 , 2.79   , 0.776   , 26.213  ,   0.0000
   45 , 11.402 , 34.411 , 2.128  , 0.807   , 26.242  ,   0.0000
   50 , 11.25  , 34.414 , 1.897  , 0.679   , 26.273  ,   0.0000
   60 , 11.26  , 34.511 , 1.353  , 0.451   , 26.347  ,   0.0000
   61 , 11.229 , 34.51  , 1.115  , 0.429   , 26.352  ,   0.0000
