RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.591 , 34.239 , 5.307  , 2.207   , 25.024  ,   0.0000
    2 , 16.59  , 34.24  , 5.328  , 2.291   , 25.027  ,   0.0000
    4 , 16.235 , 34.257 , 5.336  , 2.759   , 25.236  ,   0.0000
    5 , 15.013 , 34.267 , 4.848  , 3.332   , 25.403  ,   0.0000
    6 , 14.796 , 34.267 , 4.672  , 3.172   , 25.452  ,   0.0000
    8 , 14.759 , 34.268 , 4.626  , 3.053   , 25.461  ,   0.0000
   10 , 14.45  , 34.281 , 4.443  , 3.651   , 25.537  ,   0.0000
   12 , 13.81  , 34.322 , 4.25   , 3.697   , 25.7    ,   0.0000
   14 , 13.465 , 34.353 , 3.634  , 2.432   , 25.798  ,   0.0000
   15 , 13.397 , 34.359 , 3.468  , 2.27    , 25.817  ,   0.0000
   16 , 13.098 , 34.381 , 3.342  , 2.214   , 25.898  ,   0.0000
   18 , 11.709 , 34.48  , 3.035  , 1.354   , 26.223  ,   0.0000
   20 , 11.257 , 34.525 , 1.647  , 0.676   , 26.358  ,   0.0000
   22 , 11.203 , 34.521 , 1.529  , 0.5     , 26.366  ,   0.0000
   24 , 11.194 , 34.52  , 1.514  , 0.499   , 26.366  ,   0.0000
   25 , 11.184 , 34.52  , 1.506  , 0.46    , 26.368  ,   0.0000
   26 , 11.18  , 34.52  , 1.503  , 0.48    , 26.369  ,   0.0000
   28 , 11.095 , 34.523 , 1.442  , 0.435   , 26.387  ,   0.0000
   30 , 10.959 , 34.528 , 1.135  , 0.376   , 26.418  ,   0.0000
   35 , 10.78  , 34.533 , 0.43   , 0.372   , 26.453  ,   0.0000
   40 , 10.67  , 34.539 , 0.162  , 0.334   , 26.476  ,   0.0000
   45 , 10.629 , 34.542 , 0.194  , 0.334   , 26.485  ,   0.0000
   50 , 10.599 , 34.549 , 0.124  , 0.333   , 26.496  ,   0.0000
   60 , 10.514 , 34.556 , 0.08   , 0.327   , 26.515  ,   0.0000
   61 , 10.516 , 34.556 , 0.08   , 0.329   , 26.516  ,   0.0000
