RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    2 , 14.29  , 32.758 , 6.161  , 0.8     , 24.395  ,   0.0000
    4 , 14.293 , 32.757 , 6.165  , 1.883   , 24.394  ,   0.0000
    5 , 14.289 , 32.754 , 6.164  , 1.734   , 24.392  ,   0.0000
    6 , 14.287 , 32.755 , 6.154  , 1.776   , 24.393  ,   0.0000
    8 , 14.421 , 32.94  , 6.13   , 1.077   , 24.51   ,   0.0000
   10 , 14.449 , 33.155 , 6.181  , 2.855   , 24.668  ,   0.0000
   12 , 14.39  , 33.234 , 6.242  , 1.957   , 24.739  ,   0.0000
   14 , 14.35  , 33.356 , 6.246  , 4.616   , 24.844  ,   0.0000
   15 , 14.24  , 33.411 , 6.202  , 7.686   , 24.908  ,   0.0000
   16 , 14.242 , 33.411 , 6.152  , 2.481   , 24.909  ,   0.0000
   18 , 14.227 , 33.411 , 6.146  , 4.963   , 24.913  ,   0.0000
   20 , 14.167 , 33.42  , 6.151  , 2.853   , 24.932  ,   0.0000
   22 , 14.095 , 33.43  , 6.157  , 3.45    , 24.959  ,   0.0000
   24 , 13.553 , 33.531 , 6.157  , 2.664   , 25.133  ,   0.0000
   25 , 13.235 , 33.603 , 6.012  , 3.78    , 25.256  ,   0.0000
   26 , 13.054 , 33.674 , 5.803  , 3.025   , 25.375  ,   0.0000
   28 , 12.022 , 33.901 , 5.635  , 2.721   , 25.72   ,   0.0000
   30 , 11.628 , 34.024 , 4.969  , 1.216   , 25.989  ,   0.0000
   35 , 9.39   , 33.99  , 4.231  , 2.934   , 26.261  ,   0.0000
   40 , 9.198  , 33.994 , 3.93   , 0.596   , 26.296  ,   0.0000
   45 , 9.346  , 34.082 , 3.628  , 0.572   , 26.346  ,   0.0000
   50 , 9.215  , 34.079 , 3.379  , 0.546   , 26.362  ,   0.0000
   60 , 9.347  , 34.176 , 2.886  , 0.492   , 26.417  ,   0.0000
   70 , 9.575  , 34.275 , 2.251  , 0.484   , 26.458  ,   0.0000
   75 , 9.586  , 34.305 , 1.923  , 0.484   , 26.479  ,   0.0000
   80 , 9.511  , 34.323 , 1.797  , 0.498   , 26.506  ,   0.0000
   90 , 9.395  , 34.337 , 1.763  , 0.484   , 26.535  ,   0.0000
  100 , 9.337  , 34.36  , 1.6    , 0.484   , 26.562  ,   0.0000
  120 , 9.162  , 34.394 , 1.076  , 0.461   , 26.618  ,   0.0000
  125 , 9.117  , 34.404 , 0.925  , 0.461   , 26.633  ,   0.0000
  140 , 8.992  , 34.422 , 0.635  , 0.47    , 26.667  ,   0.0000
  150 , 8.957  , 34.426 , 0.517  , 0.484   , 26.675  ,   0.0000
  153 , 8.958  , 34.426 , 0.518  , 0.484   , 26.675  ,   0.0000
