RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.289 , 34.171 , 6.43   , 10.464  , 25.485  ,   0.0000
    2 , 14.327 , 34.184 , 6.57   , 9.014   , 25.488  ,   0.0000
    4 , 14.313 , 34.183 , 6.551  , 10.426  , 25.495  ,   0.0000
    5 , 14.065 , 34.181 , 6.633  , 11.13   , 25.541  ,   0.0000
    6 , 13.585 , 34.183 , 6.945  , 20.284  , 25.641  ,   0.0000
    8 , 12.745 , 34.177 , 6.244  , 17.53   , 25.798  ,   0.0000
   10 , 12.038 , 34.178 , 3.81   , 3.445   , 25.944  ,   0.0000
   12 , 11.41  , 34.202 , 3.905  , 3.996   , 26.077  ,   0.0000
   14 , 10.709 , 34.244 , 3.364  , 3.234   , 26.24   ,   0.0000
   15 , 10.157 , 34.282 , 3.016  , 2.622   , 26.355  ,   0.0000
   16 , 9.984  , 34.311 , 2.641  , 2.049   , 26.414  ,   0.0000
   18 , 9.865  , 34.338 , 1.694  , 1.149   , 26.457  ,   0.0000
   20 , 9.726  , 34.346 , 0.675  , 0.14    , 26.487  ,   0.0000
   22 , 9.684  , 34.357 , 0.699  , 0.317   , 26.503  ,   0.0000
   24 , 9.673  , 34.362 , 0.474  , 0.419   , 26.509  ,   0.0000
   25 , 9.668  , 34.364 , 0.437  , 0.493   , 26.511  ,   0.0000
   26 , 9.666  , 34.363 , 0.333  , 0.671   , 26.511  ,   0.0000
   27 , 9.667  , 34.362 , 0.329  , 0.634   , 26.51   ,   0.0000
