RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 16.549 , 34.199 , 5.357  , 4.881   , 25.011  ,   0.0000
    2 , 16.611 , 34.194 , 5.37   , 4.071   , 24.978  ,   0.0000
    4 , 16.986 , 34.172 , 5.671  , 4.813   , 24.911  ,   0.0000
    5 , 16.257 , 34.253 , 5.768  , 4.053   , 25.237  ,   0.0000
    6 , 13.824 , 34.378 , 4.572  , 3.383   , 25.693  ,   0.0000
    8 , 12.631 , 34.438 , 2.235  , 1.839   , 26.03   ,   0.0000
   10 , 12.437 , 34.429 , 2.336  , 1.774   , 26.062  ,   0.0000
   12 , 12.054 , 34.45  , 1.984  , 1.558   , 26.151  ,   0.0000
   14 , 11.832 , 34.463 , 1.589  , 1.259   , 26.207  ,   0.0000
   15 , 11.658 , 34.476 , 1.475  , 1.253   , 26.246  ,   0.0000
   16 , 11.495 , 34.486 , 1.282  , 1.173   , 26.283  ,   0.0000
   18 , 11.32  , 34.491 , 0.816  , 1.147   , 26.321  ,   0.0000
   20 , 11.233 , 34.498 , 0.684  , 1.062   , 26.343  ,   0.0000
   22 , 11.005 , 34.502 , 0.585  , 1.029   , 26.386  ,   0.0000
   24 , 10.907 , 34.51  , 0.334  , 0.815   , 26.411  ,   0.0000
   25 , 10.894 , 34.513 , 0.298  , 0.789   , 26.415  ,   0.0000
   26 , 10.886 , 34.514 , 0.268  , 0.733   , 26.418  ,   0.0000
