RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.392 , 34.058 , 5.924  , 1.267   , 25.376  ,   0.0000
    2 , 14.394 , 34.058 , 5.91   , 1.47    , 25.376  ,   0.0000
    4 , 14.395 , 34.057 , 5.923  , 1.487   , 25.375  ,   0.0000
    5 , 14.394 , 34.058 , 5.903  , 1.375   , 25.376  ,   0.0000
    6 , 14.394 , 34.058 , 5.913  , 1.455   , 25.376  ,   0.0000
    8 , 14.396 , 34.058 , 5.923  , 1.506   , 25.376  ,   0.0000
   10 , 14.391 , 34.057 , 5.911  , 1.511   , 25.376  ,   0.0000
   12 , 14.367 , 34.053 , 5.921  , 1.587   , 25.384  ,   0.0000
   14 , 14     , 34.054 , 5.928  , 1.56    , 25.465  ,   0.0000
   15 , 13.63  , 34.081 , 5.955  , 1.61    , 25.579  ,   0.0000
   16 , 12.882 , 34.13  , 5.973  , 1.416   , 25.731  ,   0.0000
   18 , 11.762 , 34.217 , 4.68   , 1.157   , 26.022  ,   0.0000
   20 , 11.086 , 34.242 , 2.483  , 0.807   , 26.17   ,   0.0000
   22 , 10.753 , 34.263 , 2.176  , 0.794   , 26.244  ,   0.0000
   24 , 10.587 , 34.276 , 1.603  , 0.758   , 26.286  ,   0.0000
   25 , 10.471 , 34.285 , 1.483  , 0.74    , 26.314  ,   0.0000
   26 , 10.172 , 34.284 , 1.236  , 0.737   , 26.363  ,   0.0000
   28 , 9.812  , 34.319 , 0.818  , 0.66    , 26.451  ,   0.0000
   30 , 9.698  , 34.357 , 0.135  , 0.575   , 26.5    ,   0.0000
