RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.179 , 33.043 , 6.332  , 0.566   , 24.424  ,   0.0000
    2 , 15.176 , 33.044 , 6.313  , 0.613   , 24.427  ,   0.0000
    4 , 15.169 , 33.048 , 6.329  , 0.591   , 24.432  ,   0.0000
    5 , 15.142 , 33.056 , 6.329  , 0.689   , 24.445  ,   0.0000
    6 , 15.046 , 33.083 , 6.432  , 0.657   , 24.486  ,   0.0000
    8 , 14.702 , 33.27  , 6.524  , 1.103   , 24.701  ,   0.0000
   10 , 14.562 , 33.286 , 6.853  , 1.521   , 24.745  ,   0.0000
   12 , 14.166 , 33.302 , 6.844  , 1.583   , 24.86   ,   0.0000
   14 , 12.377 , 33.485 , 6.57   , 1.819   , 25.329  ,   0.0000
   15 , 12.003 , 33.541 , 5.656  , 1.407   , 25.451  ,   0.0000
   16 , 11.806 , 33.57  , 4.872  , 0.977   , 25.514  ,   0.0000
   18 , 11.421 , 33.636 , 4.556  , 0.712   , 25.641  ,   0.0000
   20 , 10.854 , 33.714 , 4.283  , 0.641   , 25.799  ,   0.0000
   22 , 10.589 , 33.722 , 4.09   , 0.323   , 25.851  ,   0.0000
   24 , 10.544 , 33.726 , 4.201  , 0.724   , 25.865  ,   0.0000
   25 , 10.505 , 33.728 , 4.224  , 1.563   , 25.873  ,   0.0000
   26 , 10.449 , 33.734 , 4.222  , 0.331   , 25.886  ,   0.0000
   28 , 10.329 , 33.753 , 4.248  , 0.723   , 25.923  ,   0.0000
   30 , 10.107 , 33.783 , 4.261  , 0.832   , 25.988  ,   0.0000
   35 , 9.546  , 33.831 , 4.864  , 0.814   , 26.113  ,   0.0000
   40 , 9.387  , 33.869 , 4.769  , 0.689   , 26.17   ,   0.0000
   45 , 9.224  , 33.935 , 4.617  , 0.343   , 26.247  ,   0.0000
   50 , 9.209  , 33.977 , 4.412  , 0.07    , 26.284  ,   0.0000
   60 , 9.146  , 34.084 , 3.798  , 0.089   , 26.378  ,   0.0000
   70 , 9.143  , 34.192 , 2.623  , 0.055   , 26.461  ,   0.0000
   75 , 9.198  , 34.232 , 2.431  , 0.12    , 26.487  ,   0.0000
   80 , 9.099  , 34.263 , 2.261  , 0.202   , 26.525  ,   0.0000
   90 , 9.384  , 34.383 , 1.575  , 0.056   , 26.573  ,   0.0000
  100 , 9.269  , 34.374 , 1.083  , 0.073   , 26.584  ,   0.0000
  101 , 9.271  , 34.374 , 1.053  , 0.072   , 26.584  ,   0.0000
