RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 15.301 , 33.265 , 6.282  , 0.132   , 24.567  ,   0.0000
    2 , 15.322 , 33.266 , 6.284  , 1.488   , 24.565  ,   0.0000
    4 , 15.322 , 33.266 , 6.278  , 1.756   , 24.565  ,   0.0000
    5 , 15.321 , 33.266 , 6.275  , 1.713   , 24.565  ,   0.0000
    6 , 15.321 , 33.266 , 6.3    , 1.323   , 24.565  ,   0.0000
    8 , 15.313 , 33.266 , 6.275  , 1.524   , 24.567  ,   0.0000
   10 , 15.178 , 33.26  , 6.312  , 1.12    , 24.592  ,   0.0000
   12 , 15.028 , 33.255 , 6.317  , 1.352   , 24.625  ,   0.0000
   14 , 14.804 , 33.265 , 6.345  , 3.344   , 24.682  ,   0.0000
   15 , 14.593 , 33.274 , 6.356  , 5.984   , 24.736  ,   0.0000
   16 , 14.14  , 33.304 , 6.373  , 3.617   , 24.844  ,   0.0000
   18 , 13.547 , 33.355 , 6.071  , 5.903   , 25.01   ,   0.0000
   20 , 12.723 , 33.439 , 5.837  , 4.773   , 25.231  ,   0.0000
   22 , 12.145 , 33.535 , 5.338  , 3.592   , 25.425  ,   0.0000
   24 , 11.756 , 33.601 , 5.325  , 2.843   , 25.542  ,   0.0000
   25 , 11.75  , 33.609 , 5.284  , 1.007   , 25.555  ,   0.0000
   26 , 11.739 , 33.614 , 5.236  , 2.271   , 25.564  ,   0.0000
   28 , 11.183 , 33.699 , 5.205  , 2.182   , 25.724  ,   0.0000
   30 , 11.105 , 33.71  , 5.04   , 1.418   , 25.755  ,   0.0000
   35 , 10.29  , 33.736 , 4.907  , 3.779   , 25.915  ,   0.0000
   40 , 10.023 , 33.809 , 4.716  , 2.824   , 26.018  ,   0.0000
   45 , 9.823  , 33.847 , 4.73   , 1.885   , 26.079  ,   0.0000
   50 , 9.747  , 33.875 , 4.684  , 1.118   , 26.116  ,   0.0000
   60 , 9.526  , 33.944 , 4.553  , 0.473   , 26.206  ,   0.0000
   70 , 9.451  , 33.975 , 4.335  , 0.252   , 26.244  ,   0.0000
   75 , 9.354  , 33.988 , 4.672  , 0.198   , 26.269  ,   0.0000
   80 , 9.357  , 34.013 , 4.533  , 0.212   , 26.29   ,   0.0000
   90 , 9.055  , 34.027 , 4.583  , 0.168   , 26.348  ,   0.0000
  100 , 8.949  , 34.087 , 4.133  , 0.155   , 26.411  ,   0.0000
  120 , 8.967  , 34.194 , 3.594  , 0.135   , 26.489  ,   0.0000
  125 , 9.348  , 34.305 , 2.763  , 0.161   , 26.519  ,   0.0000
  140 , 9.3    , 34.36  , 1.69   , 0.137   , 26.568  ,   0.0000
  150 , 9.146  , 34.373 , 1.484  , 0.112   , 26.604  ,   0.0000
  160 , 8.993  , 34.376 , 1.582  , 0.11    , 26.63   ,   0.0000
  170 , 9.031  , 34.42  , 1.152  , 0.11    , 26.659  ,   0.0000
  175 , 9.083  , 34.435 , 1.102  , 0.115   , 26.663  ,   0.0000
  180 , 9.087  , 34.437 , 0.957  , 0.112   , 26.663  ,   0.0000
  190 , 9.055  , 34.436 , 0.96   , 0.113   , 26.667  ,   0.0000
  200 , 9.056  , 34.436 , 0.962  , 0.112   , 26.668  ,   0.0000
  212 , 9.059  , 34.438 , 0.947  , 0.114   , 26.669  ,   0.0000
