RECLUTAMIENTO DE ANCHOVETA CENTROSUR V a X Regiones 2012
Abate Molina (enero 2012)
Prof.,  Temp.,  Salin.,  Oxig.,  cloa., Dens. , XX 
---------------------------------------------------
    1 , 14.682 , 34.191 , 5.621  , 3.17    , 25.417  ,   0.0000
    2 , 14.634 , 34.193 , 5.569  ,         , 25.429  ,   0.0000
    4 , 14.455 , 34.197 , 5.525  ,         , 25.47   ,   0.0000
    5 , 14.336 , 34.202 , 5.496  , 3.29    , 25.5    ,   0.0000
    6 , 14.27  , 34.202 , 5.474  ,         , 25.514  ,   0.0000
    8 , 14.011 , 34.213 , 5.505  ,         , 25.576  ,   0.0000
   10 , 13.764 , 34.243 , 5.47   , 3.25    , 25.651  ,   0.0000
   12 , 13.631 , 34.253 , 5.435  ,         , 25.686  ,   0.0000
   14 , 13.421 , 34.25  , 5.421  ,         , 25.727  ,   0.0000
   15 , 13.186 , 34.249 , 5.469  ,         , 25.774  ,   0.0000
   16 , 12.935 , 34.243 , 5.439  ,         , 25.823  ,   0.0000
   18 , 12.083 , 34.239 , 5.064  ,         , 25.996  ,   0.0000
   20 , 11.112 , 34.257 , 4.353  , 2.14    , 26.172  ,   0.0000
   22 , 10.832 , 34.265 , 3.287  ,         , 26.232  ,   0.0000
   24 , 10.796 , 34.284 , 3.228  ,         , 26.253  ,   0.0000
   25 , 10.816 , 34.294 , 3.198  ,         , 26.259  ,   0.0000
   26 , 10.831 , 34.302 , 3.089  ,         , 26.263  ,   0.0000
   28 , 10.804 , 34.337 , 2.83   ,         , 26.293  ,   0.0000
   30 , 10.839 , 34.385 , 2.565  , 0.65    , 26.326  ,   0.0000
   35 , 10.76  , 34.436 , 1.625  ,         , 26.379  ,   0.0000
   40 , 10.582 , 34.509 , 1.16   ,         , 26.467  ,   0.0000
   45 , 10.565 , 34.516 , 0.664  ,         , 26.476  ,   0.0000
   50 , 10.524 , 34.528 , 0.672  , 0.19    , 26.493  ,   0.0000
   52 , 10.508 , 34.533 , 0.622  ,         , 26.499  ,   0.0000
